2014-12-15 02:13:22:0419, setup_loaddata_begin
2014-12-15 02:13:24:0682, setup_loaddata_end
2014-12-15 02:13:24:0728, setup_createactions_begin
2014-12-15 02:13:24:0900, setup_createactions_end
2014-12-15 02:13:32:0513, search_update, regex
<p>I can't seem to find anything in google, so I would suggest tackling the problem by parsing a given regular expression into the smallest units of work (\w, [x-x], \d, etc) and writing some basic methods to support those regular expression phrases.</p>

<p>So for \w you would have a method getRandomLetter() which returns any random letter, and you would also have getRandomLetter(char startLetter, char endLetter) which gives you a random letter between the two values.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=3,searchfield=]
2014-12-15 02:14:32:0211, diag_detail_itementered, id=22163, type=20
2014-12-15 02:14:32:0523, diag_detail_itemexited, id=22163, type=20
2014-12-15 02:14:32:0819, answer_open, VisualItem[tree.nodes,5,id=22163,type=20,title=,body=<p>On stackoverflow podcast 11:</p>

<blockquote>
  <p>Spolsky:  Yep.  There's a new product also, if you don't want to use the Team System there our friends at Redgate have a product called SQL Data Generator [<a href="http://www.red-gate.com/products/sql_data_generator/index.htm" rel="nofollow">http://www.red-gate.com/products/sql_data_generator/index.htm</a>].  It's $295, and it just generates some realistic test data.  And it does things like actually generate real cities in the city column that actually exist, and then when it generates those it'll get the state right, instead of getting the state wrong, or putting states into German cities and stuff like... you know, it generates pretty realistic looking data.  I'm not really sure what all the features are.</p>
</blockquote>

<p>This is probably not what you are looking for, but it might be a good starting off point, instead of creating your own.</p>

<p>I can't seem to find anything in google, so I would suggest tackling the problem by parsing a given regular expression into the smallest units of work (\w, [x-x], \d, etc) and writing some basic methods to support those regular expression phrases.</p>

<p>So for \w you would have a method getRandomLetter() which returns any random letter, and you would also have getRandomLetter(char startLetter, char endLetter) which gives you a random letter between the two values.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=3,searchfield=]
2014-12-15 02:14:32:0819, answer_open, VisualItem[tree.nodes,5,id=22163,type=20,title=,body=<p>On stackoverflow podcast 11:</p>

<blockquote>
  <p>Spolsky:  Yep.  There's a new product also, if you don't want to use the Team System there our friends at Redgate have a product called SQL Data Generator [<a href="http://www.red-gate.com/products/sql_data_generator/index.htm" rel="nofollow">http://www.red-gate.com/products/sql_data_generator/index.htm</a>].  It's $295, and it just generates some realistic test data.  And it does things like actually generate real cities in the city column that actually exist, and then when it generates those it'll get the state right, instead of getting the state wrong, or putting states into German cities and stuff like... you know, it generates pretty realistic looking data.  I'm not really sure what all the features are.</p>
</blockquote>

<p>This is probably not what you are looking for, but it might be a good starting off point, instead of creating your own.</p>

<p>I can't seem to find anything in google, so I would suggest tackling the problem by parsing a given regular expression into the smallest units of work (\w, [x-x], \d, etc) and writing some basic methods to support those regular expression phrases.</p>

<p>So for \w you would have a method getRandomLetter() which returns any random letter, and you would also have getRandomLetter(char startLetter, char endLetter) which gives you a random letter between the two values.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=3,searchfield=]
2014-12-15 02:14:32:0819, diag_detail_itementered, id=22163, type=20
2014-12-15 02:14:33:0209, diag_detail_itemclicked, id=22163, type=20
2014-12-15 02:14:34:0146, diag_detail_itemexited, id=22163, type=20
2014-12-15 02:15:20:0047, list_mouseentered, type=detailAnswersList
2014-12-15 02:15:20:0234, list_mouseexited, type=detailAnswersList
2014-12-15 02:15:20:0593, list_mouseentered, type=detailAnswersList
2014-12-15 02:15:20:0671, list_mouseexited, type=detailAnswersList
2014-12-15 02:15:21:0467, list_mouseentered, type=detailAnswersList
2014-12-15 02:15:23:0105, list_mouseexited, type=detailAnswersList
2014-12-15 02:15:26:0443, list_mouseentered, type=detailAnswersList
2014-12-15 02:15:28:0924, list_mouseexited, type=detailAnswersList
2014-12-15 02:15:36:0180, edge_create, Tuple[167,500,0.8501268181754129,2,1.0,1418075694546,1418075694546]
2014-12-15 02:15:36:0617, pattern_change_open
2014-12-15 02:15:36:0648, edge_create, Tuple[0,1,0.25238520148477006,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0648, answer_create, 22132
2014-12-15 02:15:36:0648, edge_create, Tuple[1,2,0.7638697618433657,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0648, answer_create, 22133
2014-12-15 02:15:36:0648, edge_create, Tuple[1,3,0.29743136873034015,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0648, answer_create, 22142
2014-12-15 02:15:36:0648, edge_create, Tuple[1,4,0.0033280715170694863,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0648, answer_create, 22163
2014-12-15 02:15:36:0648, edge_create, Tuple[1,5,0.1930237404827847,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0648, answer_create, 245381
2014-12-15 02:15:36:0648, edge_create, Tuple[1,6,0.7403505593157094,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0648, answer_create, 280105
2014-12-15 02:15:36:0648, edge_create, Tuple[1,7,0.6584323537826242,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0648, answer_create, 412989
2014-12-15 02:15:36:0663, edge_create, Tuple[1,8,0.9830485055868885,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0663, answer_create, 1590630
2014-12-15 02:15:36:0663, edge_create, Tuple[1,9,0.9699486950901466,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0663, answer_create, 12151715
2014-12-15 02:15:36:0663, edge_create, Tuple[1,10,0.9615447336535119,4,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0663, edge_create, Tuple[0,11,0.8158112495708993,2,1.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0663, pattern_create, 1
2014-12-15 02:15:36:0663, edge_create, Tuple[11,12,0.0734636212448373,2,1.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0663, edge_create, Tuple[0,13,0.7050576389492508,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0663, edge_create, Tuple[13,14,0.6366125198673754,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0681, edge_create, Tuple[13,15,0.8848547578839271,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0681, edge_create, Tuple[13,16,0.829761648700026,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0697, edge_create, Tuple[13,17,0.3842539770056166,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0697, edge_create, Tuple[13,18,0.14991296603908433,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0712, edge_create, Tuple[13,19,0.8446804689523605,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0712, edge_create, Tuple[13,20,0.6097463277898436,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0728, edge_create, Tuple[13,21,0.766646864258229,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0728, edge_create, Tuple[13,22,0.766458273665069,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0743, edge_create, Tuple[13,23,0.7616576847875308,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0743, edge_create, Tuple[13,24,0.6780039881878356,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0759, edge_create, Tuple[13,25,0.1771446541134457,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0759, edge_create, Tuple[13,26,0.5804798774682451,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0775, edge_create, Tuple[13,27,0.9052701410504429,1,0.0,1418670802950,1418670802950]
2014-12-15 02:15:36:0790, discussion_open, 22115
2014-12-15 02:15:36:0790, setup_loaddata_begin
2014-12-15 02:15:38:0508, setup_loaddata_end
2014-12-15 02:15:38:0524, setup_createactions_begin
2014-12-15 02:15:38:0555, setup_createactions_end
2014-12-15 02:15:43:0453, list_mouseentered, type=detailAnswersList
2014-12-15 02:15:43:0563, list_mouseexited, type=detailAnswersList
2014-12-15 02:15:46:0636, pattern_change_open
2014-12-15 02:15:46:0636, list_mouseentered, type=detailAnswersList
2014-12-15 02:16:24:0127, list_mouseexited, type=detailAnswersList
2014-12-15 02:16:24:0330, diag_detail_itementered, id=0.766458273665069, type=1
2014-12-15 02:16:24:0361, diag_detail_itemexited, id=0.766458273665069, type=1
2014-12-15 02:16:24:0470, diag_detail_itementered, id=42990, type=1
2014-12-15 02:16:24:0502, diag_detail_itemexited, id=42990, type=1
2014-12-15 02:16:25:0406, diag_itementered, id=61615, type=1
2014-12-15 02:16:25:0438, diag_itemexited, id=61615, type=1
2014-12-15 02:16:37:0030, search_update, welcome page struts
2014-12-15 02:16:38:0341, list_mouseentered, id=23853, type=1
2014-12-15 02:16:38:0341, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0372, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0388, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0403, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0419, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0497, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0513, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0637, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0653, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0669, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0684, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0700, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0715, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0731, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0747, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0747, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0762, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0778, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0793, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0809, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0825, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0825, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0856, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0871, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0887, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0903, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0918, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0934, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0934, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0965, list_mousemoved, id=23853, type=1
2014-12-15 02:16:38:0965, list_mousemoved, id=39399, type=1
2014-12-15 02:16:38:0996, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0012, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0027, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0043, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0059, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0074, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0074, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0090, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0105, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0121, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0121, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0152, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0168, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0183, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0199, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0386, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0605, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0620, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0636, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0651, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0667, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0683, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0698, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0714, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0714, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0745, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0761, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0776, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0792, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0807, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0823, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0839, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0854, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0854, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0870, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0885, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0901, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0917, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0932, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0948, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0948, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0979, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0995, list_mousemoved, id=39399, type=1
2014-12-15 02:16:39:0995, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0010, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0026, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0041, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0041, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0073, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0088, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0104, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0104, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0119, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0135, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0151, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0244, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0353, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0447, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0463, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0478, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0494, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0509, list_mousemoved, id=39399, type=1
2014-12-15 02:16:40:0509, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0180, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0336, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0352, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0367, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0414, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0508, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0523, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0539, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0555, list_mousemoved, id=39399, type=1
2014-12-15 02:16:41:0648, list_mousemoved, id=39399, type=1
2014-12-15 02:16:42:0865, list_mousemoved, id=39399, type=1
2014-12-15 02:16:42:0881, list_mousemoved, id=39399, type=1
2014-12-15 02:16:45:0425, list_mousemoved, id=39399, type=1
2014-12-15 02:16:45:0425, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0081, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0081, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0096, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0112, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0127, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0143, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0159, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0174, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0190, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0190, list_mousemoved, id=39399, type=1
2014-12-15 02:16:46:0221, list_mouseexited
2014-12-15 02:16:46:0689, diag_itementered, id=39399, type=1
2014-12-15 02:16:50:0932, diag_itemexited, id=39399, type=1
2014-12-15 02:16:51:0041, list_mouseentered, id=39399, type=1
2014-12-15 02:16:51:0041, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0041, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0057, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0073, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0088, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0104, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0119, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0135, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0151, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0166, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0182, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0197, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0213, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0229, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0244, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0260, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0275, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0291, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0431, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0665, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0681, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0697, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0712, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0728, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0743, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0759, list_mousemoved, id=39399, type=1
2014-12-15 02:16:51:0775, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0051, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0066, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0082, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0097, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0113, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0129, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0144, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0144, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0160, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0175, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0207, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0222, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0238, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0253, list_mousemoved, id=39399, type=1
2014-12-15 02:16:55:0269, list_mouseexited
2014-12-15 02:16:55:0645, diag_itementered, id=39399, type=1
2014-12-15 02:16:55:0677, diag_itemexited, id=39399, type=1
2014-12-15 02:16:55:0708, diag_itementered, id=39399, type=1
2014-12-15 02:16:56:0270, edge_create, Tuple[0,1,0.32513131411466534,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0270, answer_create, 14811399
2014-12-15 02:16:56:0285, edge_create, Tuple[1,2,0.5668879401747055,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 15551450
2014-12-15 02:16:56:0285, edge_create, Tuple[1,3,0.7254723449143838,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 15905476
2014-12-15 02:16:56:0285, edge_create, Tuple[1,4,0.44598674558951557,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 16113198
2014-12-15 02:16:56:0285, edge_create, Tuple[1,5,0.33551257620547226,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 16638674
2014-12-15 02:16:56:0285, edge_create, Tuple[1,6,0.04900003756323312,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 40745
2014-12-15 02:16:56:0285, edge_create, Tuple[1,7,0.5305822355889006,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 43879
2014-12-15 02:16:56:0285, edge_create, Tuple[1,8,0.2518931850746007,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 39599
2014-12-15 02:16:56:0285, edge_create, Tuple[1,9,0.22094202307602762,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 42614
2014-12-15 02:16:56:0285, edge_create, Tuple[1,10,0.5878324413531646,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0285, answer_create, 318846
2014-12-15 02:16:56:0301, edge_create, Tuple[1,11,0.30832644775700135,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0301, answer_create, 2166139
2014-12-15 02:16:56:0301, edge_create, Tuple[1,12,0.6758829933186715,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0301, answer_create, 4842983
2014-12-15 02:16:56:0301, edge_create, Tuple[1,13,0.8908536770290146,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0301, answer_create, 1775500
2014-12-15 02:16:56:0301, edge_create, Tuple[1,14,0.3895174187181992,4,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0301, edge_create, Tuple[0,15,0.1566189714041204,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0301, edge_create, Tuple[15,16,0.21078542945564926,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0301, edge_create, Tuple[15,17,0.6578492988230139,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0318, edge_create, Tuple[15,18,0.12395790540959484,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0318, edge_create, Tuple[15,19,0.3783563957622721,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0334, edge_create, Tuple[15,20,0.4931000467926222,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0334, edge_create, Tuple[15,21,0.5653481495513188,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0350, edge_create, Tuple[15,22,0.2985734450273866,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0350, edge_create, Tuple[15,23,0.2012339860802147,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0365, edge_create, Tuple[15,24,0.8007700578278039,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0365, edge_create, Tuple[15,25,0.6413010555653633,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0381, edge_create, Tuple[15,26,0.5939148980354502,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0381, edge_create, Tuple[15,27,0.8790862259889334,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0396, edge_create, Tuple[15,28,0.31264499017048974,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0396, edge_create, Tuple[15,29,0.05358547946232928,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0412, edge_create, Tuple[15,30,0.1790016591536313,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0412, edge_create, Tuple[15,31,0.752418197711029,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0428, edge_create, Tuple[15,32,0.6128173373839252,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0443, edge_create, Tuple[15,33,0.8546120661030229,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0443, edge_create, Tuple[15,34,0.2752097449700749,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0459, edge_create, Tuple[15,35,0.6983350889657748,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0459, edge_create, Tuple[15,36,0.9396194758849572,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0474, edge_create, Tuple[15,37,0.24583713559422082,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0474, edge_create, Tuple[15,38,0.26976764325933966,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0490, edge_create, Tuple[15,39,0.2838642978869128,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0490, edge_create, Tuple[15,40,0.9769190982575373,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0506, edge_create, Tuple[15,41,0.06729005867681948,1,0.0,1418670802950,1418670802950]
2014-12-15 02:16:56:0521, discussion_open, 39399
2014-12-15 02:16:56:0521, diag_itemclicked, id=39399, type=1
2014-12-15 02:16:56:0927, diag_itemexited, id=39399, type=1
2014-12-15 02:16:56:0927, diag_detail_itementered, id=0.06729005867681948, type=1
2014-12-15 02:16:56:0974, diag_detail_itemexited, id=0.06729005867681948, type=1
2014-12-15 02:16:56:0989, diag_detail_itementered, id=0.06729005867681948, type=1
2014-12-15 02:16:57:0067, diag_detail_itemexited, id=0.06729005867681948, type=1
2014-12-15 02:16:58:0721, diag_detail_itementered, id=0.5668879401747055, type=4
2014-12-15 02:16:58:0752, diag_detail_itemexited, id=0.5668879401747055, type=4
2014-12-15 02:17:32:0265, answer_create, 32359ms
2014-12-15 02:17:32:0265, answer_create_open
2014-12-15 02:17:32:0298, edge_create, Tuple[0,1,0.4933915178642192,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0298, answer_create, 14811399
2014-12-15 02:17:32:0298, edge_create, Tuple[1,2,0.8517051038469589,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0298, answer_create, 15551450
2014-12-15 02:17:32:0298, edge_create, Tuple[1,3,0.5644522400486531,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0298, answer_create, 15905476
2014-12-15 02:17:32:0298, edge_create, Tuple[1,4,0.5228877944841693,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0298, answer_create, 16113198
2014-12-15 02:17:32:0298, edge_create, Tuple[1,5,0.3713194651645768,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0298, answer_create, 16638674
2014-12-15 02:17:32:0314, edge_create, Tuple[1,6,0.7137293034506677,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0314, answer_create, 40745
2014-12-15 02:17:32:0314, edge_create, Tuple[1,7,0.5642853931287507,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0314, answer_create, 43879
2014-12-15 02:17:32:0314, edge_create, Tuple[1,8,0.9892237336794951,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0314, answer_create, 39599
2014-12-15 02:17:32:0314, edge_create, Tuple[1,9,0.03297991063886485,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0314, answer_create, 42614
2014-12-15 02:17:32:0314, edge_create, Tuple[1,10,0.6050950805164647,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0314, answer_create, 318846
2014-12-15 02:17:32:0314, edge_create, Tuple[1,11,0.2620989853633483,4,0.0,1418670802950,1418670802950]
