2014-12-18 02:47:51:0339, setup_loaddata_begin
2014-12-18 02:47:53:0759, setup_loaddata_end
2014-12-18 02:47:54:0227, setup_createactions_begin
2014-12-18 02:47:54:0617, setup_createactions_end
2014-12-18 02:48:37:0783, search_update, unix
2014-12-18 02:48:43:0399, search_update, \
2014-12-18 02:48:45:0006, search_update, 
2014-12-18 02:52:48:0168, diag_detail_itementered, id=27065, type=1
2014-12-18 02:52:49:0042, diag_detail_itemexited, id=27065, type=1
2014-12-18 02:52:49:0369, diag_detail_itementered, id=0.30129456300379487, type=1
2014-12-18 02:52:49:0385, diag_detail_itemexited, id=0.30129456300379487, type=1
2014-12-18 02:52:49:0728, diag_detail_itementered, id=0.7489805986604496, type=2
2014-12-18 02:52:49:0744, diag_detail_itemexited, id=0.7489805986604496, type=2
2014-12-18 02:52:49:0775, diag_detail_itementered, id=0.22294403381546946, type=4
2014-12-18 02:52:49:0806, diag_detail_itemexited, id=0.22294403381546946, type=4
2014-12-18 02:52:50:0087, diag_detail_itementered, id=0.30129456300379487, type=1
2014-12-18 02:52:50:0102, diag_detail_itemexited, id=0.30129456300379487, type=1
2014-12-18 02:52:52:0224, diag_detail_itementered, id=0.30129456300379487, type=1
2014-12-18 02:52:52:0255, diag_detail_itemexited, id=0.30129456300379487, type=1
2014-12-18 02:52:52:0661, diag_detail_itementered, id=0.9609109189360746, type=1
2014-12-18 02:52:52:0692, diag_detail_itemexited, id=0.9609109189360746, type=1
2014-12-18 02:52:52:0723, diag_detail_itementered, id=0.3972384367022549, type=1
2014-12-18 02:52:52:0739, diag_detail_itemexited, id=0.3972384367022549, type=1
2014-12-18 02:52:52:0786, diag_detail_itementered, id=0.7446304263704405, type=1
2014-12-18 02:52:52:0817, diag_detail_itemexited, id=0.7446304263704405, type=1
2014-12-18 02:52:52:0864, diag_detail_itementered, id=0.17177072898584744, type=1
2014-12-18 02:52:52:0879, diag_detail_itemexited, id=0.17177072898584744, type=1
2014-12-18 02:52:52:0910, diag_detail_itementered, id=0.10421920032881493, type=1
2014-12-18 02:52:52:0942, diag_detail_itemexited, id=0.10421920032881493, type=1
2014-12-18 02:52:52:0973, diag_detail_itementered, id=0.8660665734129291, type=1
2014-12-18 02:52:53:0004, diag_detail_itemexited, id=0.8660665734129291, type=1
2014-12-18 02:52:53:0020, diag_detail_itementered, id=0.8894081981159273, type=1
2014-12-18 02:52:53:0051, diag_detail_itemexited, id=0.8894081981159273, type=1
2014-12-18 02:52:53:0098, diag_detail_itementered, id=0.9250029347224871, type=1
2014-12-18 02:52:53:0129, diag_detail_itemexited, id=0.9250029347224871, type=1
2014-12-18 02:52:53:0176, diag_detail_itementered, id=0.2835071437873232, type=1
2014-12-18 02:52:53:0207, diag_detail_itemexited, id=0.2835071437873232, type=1
2014-12-18 02:52:53:0222, diag_detail_itementered, id=0.9036647637445809, type=1
2014-12-18 02:52:53:0254, diag_detail_itemexited, id=0.9036647637445809, type=1
2014-12-18 02:52:53:0441, diag_detail_itementered, id=0.21933403386100192, type=1
2014-12-18 02:52:53:0456, diag_detail_itemexited, id=0.21933403386100192, type=1
2014-12-18 02:52:53:0519, diag_detail_itementered, id=0.03755415052588906, type=1
2014-12-18 02:52:53:0534, diag_detail_itemexited, id=0.03755415052588906, type=1
2014-12-18 02:52:53:0612, diag_detail_itementered, id=0.5017759525264256, type=1
2014-12-18 02:52:53:0644, diag_detail_itemexited, id=0.5017759525264256, type=1
2014-12-18 02:52:53:0706, diag_detail_itementered, id=0.2738183625464138, type=1
2014-12-18 02:52:53:0737, diag_detail_itemexited, id=0.2738183625464138, type=1
2014-12-18 02:52:53:0784, diag_detail_itementered, id=0.23881198648592394, type=1
2014-12-18 02:52:53:0831, diag_detail_itemexited, id=0.23881198648592394, type=1
2014-12-18 02:52:53:0846, diag_detail_itementered, id=0.23881198648592394, type=1
2014-12-18 02:52:53:0862, diag_detail_itemexited, id=0.23881198648592394, type=1
2014-12-18 02:52:54:0002, diag_detail_itementered, id=0.32253449426361525, type=1
2014-12-18 02:52:54:0018, diag_detail_itemexited, id=0.32253449426361525, type=1
2014-12-18 02:52:54:0143, diag_detail_itementered, id=0.32253449426361525, type=1
2014-12-18 02:52:54:0158, diag_detail_itemexited, id=0.32253449426361525, type=1
2014-12-18 02:52:54:0205, diag_detail_itementered, id=0.23881198648592394, type=1
2014-12-18 02:52:54:0221, diag_detail_itemexited, id=0.23881198648592394, type=1
2014-12-18 02:52:54:0236, diag_detail_itementered, id=0.2738183625464138, type=1
2014-12-18 02:52:54:0252, diag_detail_itemexited, id=0.2738183625464138, type=1
2014-12-18 02:52:54:0283, diag_detail_itementered, id=0.6151339010336877, type=1
2014-12-18 02:52:54:0314, diag_detail_itemexited, id=0.6151339010336877, type=1
2014-12-18 02:52:54:0377, diag_detail_itementered, id=0.14598481961444854, type=1
2014-12-18 02:52:54:0408, diag_detail_itemexited, id=0.14598481961444854, type=1
2014-12-18 02:52:54:0486, diag_detail_itementered, id=0.9036647637445809, type=1
2014-12-18 02:52:54:0517, diag_detail_itemexited, id=0.9036647637445809, type=1
2014-12-18 02:52:54:0580, diag_detail_itementered, id=0.9250029347224871, type=1
2014-12-18 02:52:54:0611, diag_detail_itemexited, id=0.9250029347224871, type=1
2014-12-18 02:52:54:0642, diag_detail_itementered, id=0.8894081981159273, type=1
2014-12-18 02:52:54:0673, diag_detail_itemexited, id=0.8894081981159273, type=1
2014-12-18 02:52:54:0860, diag_detail_itementered, id=0.3972384367022549, type=1
2014-12-18 02:52:54:0876, diag_detail_itemexited, id=0.3972384367022549, type=1
2014-12-18 02:52:54:0892, diag_detail_itementered, id=0.9609109189360746, type=1
2014-12-18 02:52:54:0923, diag_detail_itemexited, id=0.9609109189360746, type=1
2014-12-18 02:52:55:0032, diag_detail_itementered, id=0.9609109189360746, type=1
2014-12-18 02:52:55:0048, diag_detail_itemexited, id=0.9609109189360746, type=1
2014-12-18 02:52:55:0079, diag_detail_itementered, id=0.3972384367022549, type=1
2014-12-18 02:52:55:0110, diag_detail_itemexited, id=0.3972384367022549, type=1
2014-12-18 02:52:55:0141, diag_detail_itementered, id=0.7446304263704405, type=1
2014-12-18 02:52:55:0157, diag_detail_itemexited, id=0.7446304263704405, type=1
2014-12-18 02:52:55:0204, diag_detail_itementered, id=0.10421920032881493, type=1
2014-12-18 02:52:55:0219, diag_detail_itemexited, id=0.10421920032881493, type=1
2014-12-18 02:52:55:0219, diag_detail_itementered, id=0.7445336645905289, type=1
2014-12-18 02:52:55:0250, diag_detail_itemexited, id=0.7445336645905289, type=1
2014-12-18 02:52:55:0250, diag_detail_itementered, id=1742129168, type=3
2014-12-18 02:52:55:0282, diag_detail_itemexited, id=1742129168, type=3
2014-12-18 02:52:55:0625, diag_detail_itementered, id=1742129168, type=3
2014-12-18 02:52:55:0703, diag_detail_itemexited, id=1742129168, type=3
2014-12-18 02:52:55:0718, diag_detail_itementered, id=0.8894081981159273, type=1
2014-12-18 02:52:55:0765, diag_detail_itemexited, id=0.8894081981159273, type=1
2014-12-18 02:52:55:0952, diag_detail_itementered, id=0.8894081981159273, type=1
2014-12-18 02:52:55:0984, diag_detail_itemexited, id=0.8894081981159273, type=1
2014-12-18 02:52:55:0984, diag_detail_itementered, id=1742129168, type=3
2014-12-18 02:52:57:0435, diag_detail_itemexited, id=1742129168, type=3
2014-12-18 02:52:57:0466, diag_detail_itementered, id=1742129168, type=3
2014-12-18 02:52:58:0854, diag_detail_itemexited, id=1742129168, type=3
2014-12-18 02:52:59:0509, diag_detail_itementered, id=0.30129456300379487, type=1
2014-12-18 02:52:59:0525, diag_detail_itemexited, id=0.30129456300379487, type=1
2014-12-18 02:52:59:0525, diag_detail_itementered, id=27065, type=1
2014-12-18 02:52:59:0556, diag_detail_itemexited, id=27065, type=1
2014-12-18 02:52:59:0884, diag_detail_itementered, id=0.22294403381546946, type=4
2014-12-18 02:52:59:0899, diag_detail_itemexited, id=0.22294403381546946, type=4
2014-12-18 02:53:00:0601, diag_detail_itementered, id=27065, type=1
2014-12-18 02:53:00:0633, diag_detail_itemexited, id=27065, type=1
2014-12-18 02:53:00:0913, diag_detail_itementered, id=27065, type=1
2014-12-18 02:53:01:0194, diag_detail_itemexited, id=27065, type=1
2014-12-18 02:53:01:0225, diag_detail_itementered, id=0.7489805986604496, type=2
2014-12-18 02:53:01:0257, diag_detail_itemexited, id=0.7489805986604496, type=2
2014-12-18 02:53:01:0444, diag_detail_itementered, id=813395120, type=3
2014-12-18 02:53:04:0611, diag_detail_itemexited, id=813395120, type=3
2014-12-18 02:53:05:0219, diag_detail_itementered, id=27065, type=1
2014-12-18 02:53:05:0562, diag_detail_itemexited, id=27065, type=1
2014-12-18 02:53:05:0765, diag_detail_itementered, id=1338890251, type=3
2014-12-18 02:53:05:0952, diag_detail_itemexited, id=1338890251, type=3
2014-12-18 02:53:07:0465, diag_detail_itementered, id=0.6285171879066797, type=4
2014-12-18 02:53:07:0481, diag_detail_itemexited, id=0.6285171879066797, type=4
2014-12-18 02:53:07:0512, diag_detail_itementered, id=0.6152804164779251, type=4
2014-12-18 02:53:07:0528, diag_detail_itemexited, id=0.6152804164779251, type=4
2014-12-18 02:53:07:0528, diag_detail_itementered, id=1338890251, type=3
2014-12-18 02:53:07:0902, diag_detail_itemexited, id=1338890251, type=3
2014-12-18 02:53:08:0713, diag_detail_itementered, id=0.30129456300379487, type=1
2014-12-18 02:53:08:0729, diag_detail_itemexited, id=0.30129456300379487, type=1
2014-12-18 02:53:09:0259, diag_detail_itementered, id=0.7489805986604496, type=2
2014-12-18 02:53:09:0291, diag_detail_itemexited, id=0.7489805986604496, type=2
2014-12-18 02:53:09:0415, diag_detail_itementered, id=0.22294403381546946, type=4
2014-12-18 02:53:09:0431, diag_detail_itemexited, id=0.22294403381546946, type=4
2014-12-18 02:53:16:0919, diag_detail_itementered, id=0.22294403381546946, type=4
2014-12-18 02:53:16:0935, diag_detail_itemexited, id=0.22294403381546946, type=4
2014-12-18 02:53:18:0557, diag_detail_itementered, id=1338890251, type=3
2014-12-18 02:53:20:0975, diag_detail_itemexited, id=1338890251, type=3
2014-12-18 02:53:21:0100, diag_detail_itementered, id=0.7379167198810411, type=4
2014-12-18 02:53:21:0116, diag_detail_itemexited, id=0.7379167198810411, type=4
2014-12-18 02:53:21:0225, diag_detail_itementered, id=0.6382253605210213, type=4
2014-12-18 02:53:21:0272, diag_detail_itemexited, id=0.6382253605210213, type=4
2014-12-18 02:53:21:0724, diag_detail_itementered, id=0.6382253605210213, type=4
2014-12-18 02:53:21:0740, diag_detail_itemexited, id=0.6382253605210213, type=4
2014-12-18 02:53:21:0833, diag_detail_itementered, id=0.7379167198810411, type=4
2014-12-18 02:53:21:0849, diag_detail_itemexited, id=0.7379167198810411, type=4
2014-12-18 02:53:21:0864, diag_detail_itementered, id=1338890251, type=3
2014-12-18 02:53:21:0880, diag_detail_itemexited, id=1338890251, type=3
2014-12-18 02:53:21:0896, diag_detail_itementered, id=0.14531217020478882, type=4
2014-12-18 02:53:21:0911, diag_detail_itemexited, id=0.14531217020478882, type=4
2014-12-18 02:53:22:0130, diag_detail_itementered, id=0.03137343055714614, type=2
2014-12-18 02:53:22:0145, diag_detail_itemexited, id=0.03137343055714614, type=2
2014-12-18 02:53:39:0196, answer_open, VisualItem[tree.nodes,4,id=27505,type=21,title=,body=<p>Use the <a href="http://java.sun.com/javase/6/docs/technotes/tools/solaris/javap.html">javap</a> tool that comes with the JDK. The <code>-verbose</code> option will print the version number of the class file.</p>

<pre><code>&gt; javap -verbose MyClass
Compiled from "MyClass.java"
public class MyClass
  SourceFile: "MyClass.java"
  minor version: 0
  major version: 46
...
</code></pre>

<p>To only show the version:</p>

<pre><code>WINDOWS&gt; javap -verbose MyClass | find "version"
LINUX  &gt; javap -verbose MyClass | grep version
</code></pre>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418932071870L,lastactivitydate=0L,tags=,score=44,searchfield=]
2014-12-18 02:53:39:0196, answer_open, VisualItem[tree.nodes,4,id=27505,type=21,title=,body=<p>Use the <a href="http://java.sun.com/javase/6/docs/technotes/tools/solaris/javap.html">javap</a> tool that comes with the JDK. The <code>-verbose</code> option will print the version number of the class file.</p>

<pre><code>&gt; javap -verbose MyClass
Compiled from "MyClass.java"
public class MyClass
  SourceFile: "MyClass.java"
  minor version: 0
  major version: 46
...
</code></pre>

<p>To only show the version:</p>

<pre><code>WINDOWS&gt; javap -verbose MyClass | find "version"
LINUX  &gt; javap -verbose MyClass | grep version
</code></pre>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418932071870L,lastactivitydate=0L,tags=,score=44,searchfield=]
2014-12-18 02:53:39:0196, diag_detail_itementered, id=27505, type=21
2014-12-18 02:53:46:0435, diag_detail_itemexited, id=27505, type=21
2014-12-18 02:54:00:0459, answer_create_cancel, 3557ms
2014-12-18 02:54:00:0459, answer_create_open
2014-12-18 02:54:00:0490, edge_create, Tuple[0,1,0.3017724563595442,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0490, answer_create, 27112
2014-12-18 02:54:00:0490, edge_create, Tuple[1,2,0.39517881455315185,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0490, answer_create, 27123
2014-12-18 02:54:00:0490, edge_create, Tuple[1,3,0.40033478435439274,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0506, answer_create, 27505
2014-12-18 02:54:00:0506, edge_create, Tuple[1,4,0.5722062961151763,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0506, answer_create, 27904
2014-12-18 02:54:00:0506, edge_create, Tuple[1,5,0.6894932179935152,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0506, answer_create, 6609249
2014-12-18 02:54:00:0506, edge_create, Tuple[1,6,0.8129700457201807,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0506, edge_create, Tuple[0,7,0.24927363201715536,2,1.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0506, pattern_create, 1
2014-12-18 02:54:00:0506, edge_create, Tuple[7,8,0.14559692974894123,2,1.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0506, edge_create, Tuple[0,9,0.2475329437064152,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0506, edge_create, Tuple[9,10,0.02764919537821764,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0523, edge_create, Tuple[9,11,0.007882719180396291,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0524, edge_create, Tuple[9,12,0.024843515793977144,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0539, edge_create, Tuple[9,13,0.3170901868715801,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0539, edge_create, Tuple[9,14,0.7901844540087055,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0555, edge_create, Tuple[9,15,0.18139464328461663,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0570, edge_create, Tuple[9,16,0.9972816946482881,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0570, edge_create, Tuple[9,17,0.825532880753313,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0586, edge_create, Tuple[9,18,0.18609694977072233,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0586, edge_create, Tuple[9,19,0.161314264742642,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0602, edge_create, Tuple[9,20,0.552949176124805,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0602, edge_create, Tuple[9,21,0.047805832290764405,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0617, edge_create, Tuple[9,22,0.47433077941057733,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0617, edge_create, Tuple[9,23,0.0016774493773649146,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0633, edge_create, Tuple[9,24,0.30161952334903486,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0633, edge_create, Tuple[9,25,0.1887470353821159,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0648, edge_create, Tuple[9,26,0.647399428482264,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0648, edge_create, Tuple[9,27,0.39660469397353226,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0664, edge_create, Tuple[9,28,0.8407415164654859,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0664, edge_create, Tuple[9,29,0.6293604458421996,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0680, edge_create, Tuple[9,30,0.43598345645043146,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0680, edge_create, Tuple[9,31,0.12065483529883625,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:00:0695, discussion_open, 27065
2014-12-18 02:54:00:0695, setup_loaddata_begin
2014-12-18 02:54:01:0553, setup_loaddata_end
2014-12-18 02:54:01:0553, setup_createactions_begin
2014-12-18 02:54:01:0569, setup_createactions_end
2014-12-18 02:54:15:0422, diag_detail_itementered, id=0.5722062961151763, type=4
2014-12-18 02:54:15:0531, diag_detail_itemexited, id=0.5722062961151763, type=4
2014-12-18 02:54:31:0365, pattern_change_cancel
2014-12-18 02:54:31:0365, pattern_change_open
2014-12-18 02:54:31:0365, list_mouseentered, type=detailRelatedList, item=63758
2014-12-18 02:54:31:0396, edge_create, Tuple[0,1,0.39458799656174115,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0396, answer_create, 27112
2014-12-18 02:54:31:0396, edge_create, Tuple[1,2,0.32377032844449927,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0396, answer_create, 27123
2014-12-18 02:54:31:0396, edge_create, Tuple[1,3,0.09473376428910063,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0396, answer_create, 27505
2014-12-18 02:54:31:0396, edge_create, Tuple[1,4,0.29644023718661905,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0396, answer_create, 27904
2014-12-18 02:54:31:0412, edge_create, Tuple[1,5,0.6755158004151746,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0412, answer_create, 6609249
2014-12-18 02:54:31:0412, edge_create, Tuple[1,6,0.8355617172313747,4,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0412, edge_create, Tuple[0,7,0.6656896177731036,2,1.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0412, pattern_create, 1
2014-12-18 02:54:31:0412, edge_create, Tuple[7,8,0.012046036800191673,2,1.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0412, edge_create, Tuple[0,9,0.05435259648326973,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0412, edge_create, Tuple[9,10,0.8085855449590925,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0412, edge_create, Tuple[9,11,0.7646040569859784,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0430, edge_create, Tuple[9,12,0.19563529456061501,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0554, edge_create, Tuple[9,13,0.15049584161590257,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0570, edge_create, Tuple[9,14,0.11977137602673094,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0570, edge_create, Tuple[9,15,0.5715240830954189,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0586, edge_create, Tuple[9,16,0.48322242053925646,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0586, edge_create, Tuple[9,17,0.5376681824880952,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0601, edge_create, Tuple[9,18,0.4755405484033206,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0601, edge_create, Tuple[9,19,0.8992795838153989,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0617, edge_create, Tuple[9,20,0.7736545998753676,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0617, edge_create, Tuple[9,21,0.3699999458145651,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0632, edge_create, Tuple[9,22,0.10903590960539755,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0632, edge_create, Tuple[9,23,0.9980101291428338,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0648, edge_create, Tuple[9,24,0.4801290553078357,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0648, edge_create, Tuple[9,25,0.3625666629342932,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0664, edge_create, Tuple[9,26,0.099910964723954,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0664, edge_create, Tuple[9,27,0.48088576996291976,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0679, edge_create, Tuple[9,28,0.7634156263921847,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0679, edge_create, Tuple[9,29,0.01752510992356271,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0695, edge_create, Tuple[9,30,0.21490248225840336,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0695, edge_create, Tuple[9,31,0.1376536045873249,1,0.0,1418932071870,1418932071870]
2014-12-18 02:54:31:0710, discussion_open, 27065
2014-12-18 02:54:31:0726, setup_loaddata_begin
2014-12-18 02:54:32:0568, setup_loaddata_end
2014-12-18 02:54:32:0568, setup_createactions_begin
2014-12-18 02:54:32:0584, setup_createactions_end
2014-12-18 02:55:36:0779, diag_itementered, id=36701, type=1
2014-12-18 02:55:36:0810, diag_itemexited, id=36701, type=1
2014-12-18 02:55:36:0872, diag_itementered, id=27065, type=1
2014-12-18 02:55:36:0872, diag_itemexited, id=27065, type=1
2014-12-18 02:55:36:0872, diag_itementered, id=1, type=0
2014-12-18 02:55:37:0216, diag_itemexited, id=1, type=0
2014-12-18 02:55:37:0247, diag_itemexited, id=1, type=4
2014-12-18 02:55:40:0445, search_update, unix
2014-12-18 02:55:41:0428, list_mouseentered, id=3049, type=1
2014-12-18 02:55:41:0428, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0443, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0459, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0474, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0490, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0490, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0506, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0521, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0537, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0568, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0584, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0599, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0599, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0630, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0646, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0662, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0677, list_mousemoved, id=3049, type=1
2014-12-18 02:55:41:0693, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0145, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0145, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0161, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0176, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0192, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0208, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0208, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0223, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0239, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0254, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0254, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0270, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0286, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0301, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0301, list_mousemoved, id=3049, type=1
2014-12-18 02:55:42:0317, list_mousemoved, id=3049, type=1
2014-12-18 02:56:10:0818, list_mousemoved, id=3049, type=1
2014-12-18 02:56:10:0834, list_mousemoved, id=3049, type=1
2014-12-18 02:56:10:0850, list_mousemoved, id=3049, type=1
2014-12-18 02:56:10:0865, list_mousemoved, id=3049, type=1
2014-12-18 02:56:10:0865, list_mouseexited
2014-12-18 02:56:11:0536, list_mouseentered, id=3049, type=1
2014-12-18 02:56:11:0536, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0552, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0567, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0583, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0583, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0598, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0614, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0614, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0630, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0676, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0676, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0692, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0708, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0723, list_mousemoved, id=3049, type=1
2014-12-18 02:56:11:0723, list_mouseexited
2014-12-18 02:56:13:0502, search_update, 
2014-12-18 02:56:14:0360, list_mouseentered, id=24723, type=1
2014-12-18 02:56:14:0360, list_mousemoved, id=24723, type=1
2014-12-18 02:56:14:0406, list_mousemoved, id=3049, type=1
2014-12-18 02:56:14:0422, list_mouseexited
2014-12-18 02:56:14:0703, diag_itementered, id=3881, type=1
2014-12-18 02:56:14:0765, diag_itemexited, id=3881, type=1
2014-12-18 02:56:14:0781, diag_itementered, id=33262, type=1
2014-12-18 02:56:14:0828, diag_itemexited, id=33262, type=1
2014-12-18 02:56:14:0890, diag_itemexited, id=4, type=4
2014-12-18 02:56:14:0906, diag_itementered, id=2, type=0
2014-12-18 02:56:15:0483, diag_itemexited, id=2, type=0
2014-12-18 02:56:15:0545, diag_itemexited, id=4, type=4
2014-12-18 02:56:16:0169, diag_itemexited, id=3, type=4
2014-12-18 02:56:16:0169, diag_itementered, id=3881, type=1
2014-12-18 02:56:16:0185, diag_itemexited, id=3881, type=1
2014-12-18 02:56:16:0185, diag_itementered, id=33262, type=1
2014-12-18 02:56:16:0232, diag_itemexited, id=33262, type=1
2014-12-18 02:56:16:0247, diag_itementered, id=3, type=0
2014-12-18 02:56:16:0403, diag_itemexited, id=3, type=0
2014-12-18 02:56:16:0403, diag_itementered, id=1, type=0
2014-12-18 02:56:17:0542, edge_create, Tuple[0,1,0.20154795599902486,1,0.0,1418932071870,1418932071870]
2014-12-18 02:56:17:0542, edge_create, Tuple[1,2,0.9677167168905012,1,0.0,1418932071870,1418932071870]
2014-12-18 02:56:17:0558, edge_create, Tuple[1,3,0.6254398529130129,1,0.0,1418932071870,1418932071870]
2014-12-18 02:56:17:0573, pattern_open, 1
2014-12-18 02:56:17:0573, diag_itemclicked, id=1, type=0
2014-12-18 02:56:18:0088, diag_itemexited, id=1, type=0
2014-12-18 02:56:18:0197, diag_detail_itementered, id=0.9677167168905012, type=1
2014-12-18 02:56:18:0213, diag_detail_itemexited, id=0.9677167168905012, type=1
