2014-12-08 06:41:36:0008, setup_loaddata_begin
2014-12-08 06:41:38:0254, setup_loaddata_end
2014-12-08 06:41:38:0301, setup_createactions_begin
2014-12-08 06:41:38:0488, setup_createactions_end
2014-12-08 06:41:54:0416, search_update, XML
2014-12-08 06:44:56:0316, edge_create, Tuple[6,7,0.3772285761820139,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0316, edge_create, Tuple[6,8,0.9892052073129488,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0332, edge_create, Tuple[6,9,0.16273788194476224,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0333, edge_create, Tuple[6,10,0.19703840928482663,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0333, edge_create, Tuple[6,11,0.9479765440773925,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0349, edge_create, Tuple[6,12,0.6166940235199585,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0365, edge_create, Tuple[6,13,0.9240562918780659,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0365, edge_create, Tuple[6,14,0.8577564812447067,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0380, edge_create, Tuple[6,15,0.4597817522546088,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0380, edge_create, Tuple[6,16,0.6747902354015637,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0396, edge_create, Tuple[6,17,0.313986280576942,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0396, edge_create, Tuple[6,18,0.37201960108661125,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0411, edge_create, Tuple[6,19,0.6837342726886643,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0427, edge_create, Tuple[6,20,0.7604144793395897,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0427, edge_create, Tuple[6,21,0.13270251565999702,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0443, edge_create, Tuple[6,22,0.26056885631720506,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0443, edge_create, Tuple[6,23,0.27579822020083056,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0458, edge_create, Tuple[6,24,0.3455773161780845,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0458, edge_create, Tuple[6,25,0.2777316561510563,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0474, edge_create, Tuple[6,26,0.6412119178503738,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0474, edge_create, Tuple[6,27,0.2753426480806077,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0489, edge_create, Tuple[6,28,0.7993956543169726,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0489, edge_create, Tuple[6,29,0.3546183250816942,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0505, edge_create, Tuple[6,30,0.09170763612429389,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0505, edge_create, Tuple[6,31,0.6302883734143186,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0521, edge_create, Tuple[6,32,0.3420059402993627,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0521, edge_create, Tuple[6,33,0.7935318870291123,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0536, edge_create, Tuple[6,34,0.8439161279829116,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0536, edge_create, Tuple[6,35,0.5446778084005389,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0552, edge_create, Tuple[6,36,0.7557226199948159,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0552, edge_create, Tuple[6,37,0.02396803582211915,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0567, edge_create, Tuple[6,38,0.801066173572145,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0567, edge_create, Tuple[6,39,0.4337325572261034,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0583, edge_create, Tuple[6,40,0.050859867246469515,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0583, edge_create, Tuple[6,41,0.8270826262323956,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0599, edge_create, Tuple[6,42,0.9451869908708334,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0599, edge_create, Tuple[6,43,0.6669710914504786,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0614, edge_create, Tuple[6,44,0.3119550620083915,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0614, edge_create, Tuple[6,45,0.4588282213628473,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0630, edge_create, Tuple[6,46,0.9331967937187944,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0630, edge_create, Tuple[6,47,0.08171701516121876,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0645, edge_create, Tuple[6,48,0.634702963271931,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0645, edge_create, Tuple[6,49,0.5169459084055148,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0661, edge_create, Tuple[6,50,0.06783584811003074,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0661, edge_create, Tuple[6,51,0.4573358737098785,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0677, edge_create, Tuple[6,52,0.4047296207394354,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0677, edge_create, Tuple[6,53,0.8109985330609942,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0692, edge_create, Tuple[6,54,0.3735772744078779,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0692, edge_create, Tuple[6,55,0.7547966665345934,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0708, edge_create, Tuple[6,56,0.1664055632097463,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0708, edge_create, Tuple[6,57,0.6870137412655057,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0723, edge_create, Tuple[6,58,0.2078436463364094,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0723, edge_create, Tuple[6,59,0.946661690405256,1,0.0,1418082096554,1418082096554]
2014-12-08 06:44:56:0739, discussion_open, 62929
2014-12-08 06:44:56:0739, diag_itemclicked, id=62929, type=1
2014-12-08 06:44:59:0173, diag_itemexited, id=62929, type=1
2014-12-08 06:44:59:0251, diag_detail_itementered, id=55375, type=1
2014-12-08 06:44:59:0297, diag_detail_itemexited, id=55375, type=1
2014-12-08 06:44:59:0297, diag_detail_itementered, id=0.9240562918780659, type=1
2014-12-08 06:44:59:0313, diag_detail_itemexited, id=0.9240562918780659, type=1
2014-12-08 06:44:59:0344, diag_detail_itementered, id=0.6166940235199585, type=1
2014-12-08 06:44:59:0375, diag_detail_itemexited, id=0.6166940235199585, type=1
2014-12-08 06:44:59:0375, diag_detail_itementered, id=0.9479765440773925, type=1
2014-12-08 06:44:59:0422, diag_detail_itemexited, id=0.9479765440773925, type=1
2014-12-08 06:44:59:0422, diag_detail_itementered, id=0.19703840928482663, type=1
2014-12-08 06:44:59:0453, diag_detail_itemexited, id=0.19703840928482663, type=1
2014-12-08 06:44:59:0469, diag_detail_itementered, id=0.16273788194476224, type=1
2014-12-08 06:44:59:0500, diag_detail_itemexited, id=0.16273788194476224, type=1
2014-12-08 06:44:59:0516, diag_detail_itementered, id=0.9892052073129488, type=1
2014-12-08 06:44:59:0547, diag_detail_itemexited, id=0.9892052073129488, type=1
2014-12-08 06:44:59:0547, diag_detail_itementered, id=0.3772285761820139, type=1
2014-12-08 06:44:59:0563, diag_detail_itemexited, id=0.3772285761820139, type=1
2014-12-08 06:44:59:0594, diag_detail_itementered, id=-599885998, type=3
2014-12-08 06:44:59:0719, diag_detail_itemexited, id=-599885998, type=3
2014-12-08 06:44:59:0719, diag_detail_itementered, id=0.06783584811003074, type=1
2014-12-08 06:44:59:0765, diag_detail_itemexited, id=0.06783584811003074, type=1
2014-12-08 06:44:59:0765, diag_detail_itementered, id=0.5169459084055148, type=1
2014-12-08 06:45:00:0093, diag_detail_itemexited, id=0.5169459084055148, type=1
2014-12-08 06:45:00:0093, diag_detail_itementered, id=0.634702963271931, type=1
2014-12-08 06:45:00:0124, diag_detail_itemexited, id=0.634702963271931, type=1
2014-12-08 06:45:00:0124, diag_detail_itementered, id=0.9451869908708334, type=1
2014-12-08 06:45:00:0155, diag_detail_itemexited, id=0.9451869908708334, type=1
2014-12-08 06:45:00:0171, diag_detail_itementered, id=0.3420059402993627, type=1
2014-12-08 06:45:00:0218, diag_detail_itemexited, id=0.3420059402993627, type=1
2014-12-08 06:45:00:0655, diag_detail_itementered, id=30171, type=1
2014-12-08 06:45:06:0255, diag_detail_itemexited, id=30171, type=1
2014-12-08 06:45:06:0255, diag_detail_itementered, id=0.6302883734143186, type=1
2014-12-08 06:45:06:0286, diag_detail_itemexited, id=0.6302883734143186, type=1
2014-12-08 06:45:06:0349, diag_detail_itementered, id=-599885998, type=3
2014-12-08 06:45:06:0567, diag_detail_itemexited, id=-599885998, type=3
2014-12-08 06:45:06:0598, diag_detail_itementered, id=0.3420059402993627, type=1
2014-12-08 06:45:06:0645, diag_detail_itemexited, id=0.3420059402993627, type=1
2014-12-08 06:45:06:0723, diag_detail_itementered, id=0.7935318870291123, type=1
2014-12-08 06:45:06:0801, diag_detail_itemexited, id=0.7935318870291123, type=1
2014-12-08 06:45:06:0832, diag_detail_itementered, id=0.7935318870291123, type=1
2014-12-08 06:45:06:0864, diag_detail_itemexited, id=0.7935318870291123, type=1
2014-12-08 06:45:06:0864, diag_detail_itementered, id=0.7935318870291123, type=1
2014-12-08 06:45:06:0926, diag_detail_itemexited, id=0.7935318870291123, type=1
2014-12-08 06:45:07:0144, diag_detail_itementered, id=45964, type=1
2014-12-08 06:45:11:0700, diag_detail_itemexited, id=45964, type=1
2014-12-08 06:45:11:0809, diag_detail_itementered, id=64582, type=1
2014-12-08 06:45:11:0918, diag_detail_itemexited, id=64582, type=1
2014-12-08 06:45:11:0980, diag_detail_itementered, id=30171, type=1
2014-12-08 06:45:14:0008, diag_detail_itemexited, id=30171, type=1
2014-12-08 06:45:14:0570, diag_detail_itementered, id=59175, type=1
2014-12-08 06:45:16:0083, diag_detail_itemexited, id=59175, type=1
2014-12-08 06:45:16:0099, diag_detail_itementered, id=30171, type=1
2014-12-08 06:45:16:0395, diag_detail_itemexited, id=30171, type=1
2014-12-08 06:45:16:0411, diag_detail_itementered, id=59175, type=1
2014-12-08 06:45:16:0458, diag_detail_itemexited, id=59175, type=1
2014-12-08 06:45:16:0520, diag_detail_itementered, id=61559, type=1
2014-12-08 06:45:21:0247, diag_detail_itemexited, id=61559, type=1
2014-12-08 06:45:21:0278, diag_detail_itementered, id=59175, type=1
2014-12-08 06:45:22:0932, diag_detail_itemexited, id=59175, type=1
2014-12-08 06:45:22:0994, diag_detail_itementered, id=30171, type=1
2014-12-08 06:45:24:0788, diag_detail_itemexited, id=30171, type=1
2014-12-08 06:45:24:0851, diag_detail_itementered, id=64582, type=1
2014-12-08 06:45:25:0631, diag_detail_itemexited, id=64582, type=1
2014-12-08 06:45:25:0646, diag_detail_itementered, id=30171, type=1
2014-12-08 06:45:25:0693, diag_detail_itemexited, id=30171, type=1
2014-12-08 06:45:25:0693, diag_detail_itementered, id=59175, type=1
2014-12-08 06:45:25:0724, diag_detail_itemexited, id=59175, type=1
2014-12-08 06:45:25:0724, diag_detail_itementered, id=61559, type=1
2014-12-08 06:45:25:0865, diag_detail_itemexited, id=61559, type=1
2014-12-08 06:45:25:0911, diag_detail_itementered, id=62932, type=1
2014-12-08 06:45:26:0067, diag_detail_itemexited, id=62932, type=1
2014-12-08 06:45:26:0145, diag_detail_itementered, id=18088, type=1
2014-12-08 06:45:27:0159, diag_detail_itemexited, id=18088, type=1
2014-12-08 06:45:27:0269, diag_detail_itementered, id=62932, type=1
2014-12-08 06:45:28:0751, diag_detail_itemexited, id=62932, type=1
2014-12-08 06:45:28:0751, diag_detail_itementered, id=0.7993956543169726, type=1
2014-12-08 06:45:28:0782, diag_detail_itemexited, id=0.7993956543169726, type=1
2014-12-08 06:45:28:0813, diag_detail_itementered, id=61559, type=1
2014-12-08 06:45:28:0860, diag_detail_itemexited, id=61559, type=1
2014-12-08 06:45:28:0875, diag_detail_itementered, id=59175, type=1
2014-12-08 06:45:28:0922, diag_detail_itemexited, id=59175, type=1
2014-12-08 06:45:28:0953, diag_detail_itementered, id=30171, type=1
2014-12-08 06:45:29:0109, diag_detail_itemexited, id=30171, type=1
2014-12-08 06:45:29:0172, diag_detail_itementered, id=64582, type=1
2014-12-08 06:45:30:0669, diag_detail_itemexited, id=64582, type=1
2014-12-08 06:45:30:0716, diag_detail_itementered, id=30171, type=1
2014-12-08 06:45:52:0697, diag_detail_itemexited, id=30171, type=1
2014-12-08 06:45:52:0697, diag_detail_itementered, id=64582, type=1
2014-12-08 06:45:52:0728, diag_detail_itemexited, id=64582, type=1
2014-12-08 06:45:54:0896, list_mouseentered, id=62929, type=1
2014-12-08 06:45:54:0896, list_mousemoved, id=62929, type=1
2014-12-08 06:45:54:0912, list_mousemoved, id=62929, type=1
2014-12-08 06:45:54:0928, list_mousemoved, id=62929, type=1
2014-12-08 06:45:54:0943, list_mousemoved, id=62929, type=1
2014-12-08 06:45:54:0959, list_mousemoved, id=33960, type=1
2014-12-08 06:45:54:0974, list_mousemoved, id=33960, type=1
2014-12-08 06:45:54:0990, list_mousemoved, id=33960, type=1
2014-12-08 06:45:55:0006, list_mouseexited
2014-12-08 06:45:59:0748, list_mouseentered, id=33960, type=1
2014-12-08 06:45:59:0748, list_mousemoved, id=33960, type=1
2014-12-08 06:45:59:0764, list_mousemoved, id=33960, type=1
2014-12-08 06:45:59:0779, list_mousemoved, id=33960, type=1
2014-12-08 06:45:59:0795, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0811, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0826, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0842, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0857, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0873, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0873, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0889, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0904, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0920, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0920, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0951, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0967, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0967, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0982, list_mousemoved, id=62929, type=1
2014-12-08 06:45:59:0998, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0013, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0029, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0045, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0060, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0076, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0091, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0107, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0107, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0123, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0138, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0154, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0169, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0185, list_mousemoved, id=62929, type=1
2014-12-08 06:46:00:0201, list_mouseexited
2014-12-08 06:46:01:0620, diag_itementered, id=62929, type=1
2014-12-08 06:46:01:0651, diag_itemexited, id=62929, type=1
2014-12-08 06:46:13:0445, setup_loaddata_begin
2014-12-08 06:46:15:0847, setup_loaddata_end
2014-12-08 06:46:15:0847, setup_createactions_begin
2014-12-08 06:46:15:0894, setup_createactions_end
2014-12-08 06:46:26:0393, setup_loaddata_begin
2014-12-08 06:46:26:0440, setup_loaddata_end
2014-12-08 06:46:26:0440, setup_createactions_begin
2014-12-08 06:46:26:0456, setup_createactions_end
2014-12-08 06:46:34:0193, setup_loaddata_begin
2014-12-08 06:46:34:0240, setup_loaddata_end
2014-12-08 06:46:34:0256, setup_createactions_begin
2014-12-08 06:46:34:0256, setup_createactions_end
2014-12-08 06:46:41:0369, diag_itementered, id=40480, type=1
2014-12-08 06:46:41:0401, diag_itemexited, id=40480, type=1
2014-12-08 06:46:45:0410, diag_itementered, id=40480, type=1
2014-12-08 06:46:45:0457, diag_itemexited, id=40480, type=1
2014-12-08 06:46:47:0375, diag_itementered, id=40480, type=1
2014-12-08 06:46:47:0407, diag_itemexited, id=40480, type=1
2014-12-08 06:46:48:0015, diag_itementered, id=35785, type=1
2014-12-08 06:46:48:0062, diag_itemexited, id=35785, type=1
2014-12-08 06:46:48:0077, diag_itementered, id=35785, type=1
2014-12-08 06:47:00:0807, diag_itemexited, id=35785, type=1
2014-12-08 06:47:01:0884, diag_itemexited, id=1, type=4
2014-12-08 06:47:01:0884, diag_itementered, id=1, type=0
2014-12-08 06:47:01:0930, diag_itemexited, id=1, type=0
2014-12-08 06:47:04:0910, diag_itemexited, id=1, type=4
2014-12-08 06:47:16:0563, setup_loaddata_begin
2014-12-08 06:47:17:0141, setup_loaddata_end
2014-12-08 06:47:17:0141, setup_createactions_begin
2014-12-08 06:47:17:0156, setup_createactions_end
2014-12-08 06:47:17:0959, diag_itementered, id=22115, type=1
2014-12-08 06:47:18:0006, diag_itemexited, id=22115, type=1
2014-12-08 06:47:20:0346, setup_loaddata_begin
2014-12-08 06:47:20:0455, setup_loaddata_end
2014-12-08 06:47:20:0455, setup_createactions_begin
2014-12-08 06:47:20:0470, setup_createactions_end
2014-12-08 06:47:21:0734, diag_itementered, id=51574, type=1
2014-12-08 06:47:21:0765, diag_itemexited, id=51574, type=1
2014-12-08 06:47:33:0434, diag_itementered, id=22115, type=1
2014-12-08 06:47:39:0003, diag_itemexited, id=22115, type=1
2014-12-08 06:47:39:0596, diag_itementered, id=51574, type=1
2014-12-08 06:47:58:0082, diag_itemexited, id=51574, type=1
2014-12-08 06:47:58:0800, setup_loaddata_begin
2014-12-08 06:48:00:0937, setup_loaddata_end
2014-12-08 06:48:00:0937, setup_createactions_begin
2014-12-08 06:48:00:0968, setup_createactions_end
2014-12-08 06:48:01:0062, setup_loaddata_begin
2014-12-08 06:48:02:0794, setup_loaddata_end
2014-12-08 06:48:02:0794, setup_createactions_begin
2014-12-08 06:48:02:0825, setup_createactions_end
2014-12-08 06:48:12:0107, diag_itementered, id=49379, type=1
2014-12-08 06:48:12:0169, diag_itemexited, id=49379, type=1
2014-12-08 06:48:12:0357, diag_itementered, id=49379, type=1
2014-12-08 06:48:12:0403, diag_itemexited, id=49379, type=1
2014-12-08 06:48:31:0545, setup_loaddata_begin
2014-12-08 06:48:31:0560, setup_loaddata_end
2014-12-08 06:48:31:0560, setup_createactions_begin
2014-12-08 06:48:31:0560, setup_createactions_end
2014-12-08 06:48:32:0652, diag_itemexited, id=1, type=4
2014-12-08 06:48:33:0573, diag_itementered, id=1, type=0
2014-12-08 06:48:33:0588, diag_itemexited, id=1, type=0
2014-12-08 06:48:33:0604, diag_itemexited, id=1, type=4
2014-12-08 06:48:38:0425, setup_loaddata_begin
2014-12-08 06:48:38:0425, setup_loaddata_end
2014-12-08 06:48:38:0440, setup_createactions_begin
2014-12-08 06:48:38:0440, setup_createactions_end
2014-12-08 06:48:46:0396, setup_loaddata_begin
2014-12-08 06:48:48:0097, setup_loaddata_end
2014-12-08 06:48:48:0097, setup_createactions_begin
2014-12-08 06:48:48:0128, setup_createactions_end
2014-12-08 06:48:49:0220, diag_itementered, id=49379, type=1
2014-12-08 06:48:49:0267, diag_itemexited, id=49379, type=1
2014-12-08 06:48:51:0061, list_mouseentered, id=41233, type=1
2014-12-08 06:48:51:0061, list_mousemoved, id=41233, type=1
2014-12-08 06:48:51:0123, list_mousemoved, id=41233, type=1
2014-12-08 06:48:51:0139, list_mousemoved, id=41233, type=1
2014-12-08 06:48:51:0154, list_mousemoved, id=41233, type=1
2014-12-08 06:48:51:0170, list_mousemoved, id=41233, type=1
2014-12-08 06:48:51:0185, list_mousemoved, id=41233, type=1
2014-12-08 06:48:51:0217, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0232, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0263, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0279, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0310, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0326, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0326, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0373, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0388, list_mousemoved, id=40663, type=1
2014-12-08 06:48:51:0404, list_mouseexited
2014-12-08 06:48:53:0884, diag_itementered, id=62289, type=1
2014-12-08 06:48:53:0915, diag_itemexited, id=62289, type=1
2014-12-08 06:48:54:0836, diag_itemexited, id=1, type=4
2014-12-08 06:48:54:0867, diag_itementered, id=1, type=0
2014-12-08 06:48:54:0883, diag_itemexited, id=1, type=0
2014-12-08 06:48:54:0929, diag_itementered, id=65310, type=1
2014-12-08 06:48:54:0976, diag_itemexited, id=65310, type=1
2014-12-08 06:48:55:0039, diag_itemexited, id=2, type=4
2014-12-08 06:48:55:0039, diag_itementered, id=2, type=0
2014-12-08 06:48:55:0163, diag_itemexited, id=2, type=0
2014-12-08 06:48:55:0273, diag_itemexited, id=2, type=4
2014-12-08 06:48:55:0351, diag_itementered, id=8968, type=1
2014-12-08 06:48:55:0398, diag_itemexited, id=8968, type=1
2014-12-08 06:48:55:0710, diag_itementered, id=64392, type=1
2014-12-08 06:48:55:0756, diag_itemexited, id=64392, type=1
2014-12-08 06:48:56:0256, diag_itementered, id=42102, type=1
2014-12-08 06:48:56:0302, diag_itemexited, id=42102, type=1
2014-12-08 06:48:57:0535, diag_itemexited, id=2, type=4
2014-12-08 06:48:57:0550, diag_itementered, id=65035, type=1
2014-12-08 06:48:57:0784, diag_itemexited, id=65035, type=1
2014-12-08 06:48:57:0847, diag_itemexited, id=2, type=4
2014-12-08 06:48:58:0112, diag_itemexited, id=4, type=4
2014-12-08 06:48:58:0221, diag_itementered, id=22115, type=1
2014-12-08 06:48:58:0284, diag_itemexited, id=22115, type=1
2014-12-08 06:49:10:0374, setup_loaddata_begin
2014-12-08 06:49:10:0374, setup_loaddata_end
2014-12-08 06:49:10:0389, setup_createactions_begin
2014-12-08 06:49:10:0389, setup_createactions_end
2014-12-08 06:49:11:0372, diag_itemexited, id=2, type=4
2014-12-08 06:49:11:0372, diag_itementered, id=2, type=0
2014-12-08 06:49:11:0403, diag_itemexited, id=2, type=0
2014-12-08 06:49:15:0054, diag_itementered, id=2, type=0
2014-12-08 06:49:15:0085, diag_itemexited, id=2, type=0
2014-12-08 06:49:15:0116, diag_itemexited, id=2, type=4
2014-12-08 06:49:16:0130, setup_loaddata_begin
2014-12-08 06:49:17:0846, setup_loaddata_end
2014-12-08 06:49:17:0846, setup_createactions_begin
2014-12-08 06:49:17:0862, setup_createactions_end
2014-12-08 06:49:37:0752, diag_itementered, id=64038, type=1
2014-12-08 06:49:37:0783, diag_itemexited, id=64038, type=1
2014-12-08 06:49:37:0830, diag_itementered, id=57484, type=1
2014-12-08 06:49:37:0877, diag_itemexited, id=57484, type=1
2014-12-08 06:49:38:0158, diag_itementered, id=19766, type=1
2014-12-08 06:49:38:0220, diag_itemexited, id=19766, type=1
2014-12-08 06:49:43:0259, diag_itementered, id=35785, type=1
2014-12-08 06:49:43:0321, diag_itemexited, id=35785, type=1
2014-12-08 06:50:01:0121, diag_itementered, id=55440, type=1
2014-12-08 06:50:01:0152, diag_itemexited, id=55440, type=1
2014-12-08 06:50:01:0168, diag_itementered, id=51438, type=1
2014-12-08 06:50:01:0183, diag_itemexited, id=51438, type=1
2014-12-08 06:50:01:0402, diag_itementered, id=57484, type=1
2014-12-08 06:50:01:0449, diag_itemexited, id=57484, type=1
2014-12-08 06:50:01:0651, diag_itemexited, id=3, type=4
2014-12-08 06:50:01:0667, diag_itementered, id=55440, type=1
2014-12-08 06:50:01:0698, diag_itemexited, id=55440, type=1
2014-12-08 06:50:03:0087, diag_itementered, id=56843, type=1
2014-12-08 06:50:03:0180, diag_itemexited, id=56843, type=1
2014-12-08 06:50:12:0182, diag_itementered, id=64392, type=1
2014-12-08 06:50:13:0258, diag_itemexited, id=64392, type=1
2014-12-08 06:50:13:0414, diag_itemexited, id=4, type=4
2014-12-08 06:50:14:0210, diag_itemexited, id=3, type=4
2014-12-08 06:50:14:0210, diag_itementered, id=4, type=0
2014-12-08 06:50:14:0241, diag_itemexited, id=4, type=0
2014-12-08 06:50:14:0288, diag_itemexited, id=3, type=4
2014-12-08 06:50:20:0652, setup_loaddata_begin
2014-12-08 06:50:21:0542, setup_loaddata_end
2014-12-08 06:50:21:0542, setup_createactions_begin
2014-12-08 06:50:21:0557, setup_createactions_end
2014-12-08 06:50:29:0482, setup_loaddata_begin
2014-12-08 06:50:29:0498, setup_loaddata_end
2014-12-08 06:50:29:0498, setup_createactions_begin
2014-12-08 06:50:29:0498, setup_createactions_end
2014-12-08 06:50:30:0309, diag_itemexited, id=1, type=4
2014-12-08 06:50:31:0136, diag_itemexited, id=1, type=4
2014-12-08 06:50:31:0136, diag_itementered, id=1, type=0
2014-12-08 06:50:31:0151, diag_itemexited, id=1, type=0
2014-12-08 06:50:35:0457, setup_loaddata_begin
2014-12-08 06:50:35:0473, setup_loaddata_end
2014-12-08 06:50:35:0473, setup_createactions_begin
2014-12-08 06:50:35:0473, setup_createactions_end
2014-12-08 06:50:36:0237, diag_itemexited, id=1, type=4
2014-12-08 06:50:36:0237, diag_itementered, id=1, type=0
2014-12-08 06:50:36:0253, diag_itemexited, id=1, type=0
2014-12-08 06:50:36:0877, diag_itemexited, id=1, type=4
2014-12-08 06:50:39:0841, setup_loaddata_begin
2014-12-08 06:50:39:0981, setup_loaddata_end
2014-12-08 06:50:39:0981, setup_createactions_begin
2014-12-08 06:50:39:0981, setup_createactions_end
2014-12-08 06:50:40:0496, diag_itementered, id=37628, type=1
2014-12-08 06:50:40:0527, diag_itemexited, id=37628, type=1
2014-12-08 06:50:40:0558, diag_itementered, id=24723, type=1
2014-12-08 06:50:40:0621, diag_itemexited, id=24723, type=1
2014-12-08 06:50:49:0357, setup_loaddata_begin
2014-12-08 06:50:49:0497, setup_loaddata_end
2014-12-08 06:50:49:0497, setup_createactions_begin
2014-12-08 06:50:49:0497, setup_createactions_end
2014-12-08 06:50:53:0725, diag_itementered, id=24723, type=1
2014-12-08 06:50:53:0772, diag_itemexited, id=24723, type=1
2014-12-08 06:50:55:0519, diag_itementered, id=24723, type=1
2014-12-08 06:50:55:0550, diag_itemexited, id=24723, type=1
2014-12-08 06:50:57:0890, setup_loaddata_begin
2014-12-08 06:50:57:0906, setup_loaddata_end
2014-12-08 06:50:57:0906, setup_createactions_begin
2014-12-08 06:50:57:0906, setup_createactions_end
2014-12-08 06:50:58:0701, diag_itementered, id=1, type=0
2014-12-08 06:50:58:0732, diag_itemexited, id=1, type=0
2014-12-08 06:50:58:0748, diag_itemexited, id=1, type=4
