Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
25637,1,25644,,8/25/2008 4:01,34,30515,"<p>Is there a way to shutdown a computer using a built-in Java method?</p>
",2598,jjnguy,2598,chills42,1/20/2010 19:11,5/19/2013 20:32,Shutting down a computer using Java,<java><cross-platform><shutdown>,8,0,15,,
25765,1,25768,,8/25/2008 8:17,66,23827,"<p>I'm in the process of weeding out all hardcoded values in a Java library and was wondering what framework would be the best (in terms of zero- or close-to-zero configuration) to handle run-time configuration? I would prefer XML-based configuration files, but it's not essential. </p>

<p>Please do only reply if you have practical experience with a framework. I'm not looking for examples, but experience...</p>
",1448983,Steen,63550,Keith,12/21/2010 10:26,8/31/2012 14:01,Java configuration framework,<java><xml><configuration><frameworks><configurationmanager>,14,0,27,9/1/2012 13:04,6/29/2009 6:54
26305,1,26318,,8/25/2008 16:00,71,125916,"<p>I want to be able to play sound files in my program. Where should I look?</p>
",2644,pek,,,,3/20/2014 13:34,How can I play sound in Java?,<java><audio>,7,1,35,,
26458,1,,,8/25/2008 17:27,42,15071,"<p>Is there any IDE that simplifies creating Swing applications (ideally something along the lines of Visual Studio)</p>
",2875,ngz,265,Mike Tomasello,8/25/2008 18:08,11/26/2013 5:36,IDE for Swing,<java><swing><ide>,32,6,9,4/27/2012 15:03,4/25/2012 18:25
26547,1,26589,,8/25/2008 18:13,2,390,"<p>Let's say that you want to create a dead simple BlogEditor and, one of your ideas, is to do what Live Writer does and ask only the URL of the persons Blog. How can you detect what type of blog is it?</p>

<p>Basic detection can be done with the URL itself, such as “<a href=""http://myblog.blogger.com"" rel=""nofollow"">http://myblog.blogger.com</a>” etc. But what if it's self hosted?</p>

<p>I'm mostly interested on how to do this in Java, but this question could be also used as a reference for any other language.</p>
",2644,pek,2432317,,12/2/2013 12:48,12/2/2013 12:48,How to detect which blog API,<java><api><blogs>,3,0,,,
26594,1,26710,,8/25/2008 18:27,2,465,"<p>What libraries/methods that you know of can do some basic HTML representation in Swing? Can you comment on your experience?</p>
",2644,pek,,,,11/26/2013 5:39,Previewing HTML in Java,<java><html>,6,0,1,,
26638,1,26680,,8/25/2008 18:54,11,2668,"<p>I want to parse some HTML in order to find the values of some attributes/tags etc.</p>

<p>What HTML parsers do you recommend? Any pros and cons?</p>
",2644,pek,222815,Andy Lester,1/3/2010 8:29,1/3/2010 8:29,What HTML parsing libraries do you recommend in Java,<java><html><parsing><html-content-extraction>,3,0,10,8/1/2012 16:00,
26732,1,26744,,8/25/2008 19:56,28,41893,"<pre><code>&lt;servlet&gt;
    &lt;servlet-name&gt;myservlet&lt;/servlet-name&gt;
    &lt;servlet-class&gt;workflow.WDispatcher&lt;/servlet-class&gt;
    &lt;load-on-startup&gt;2&lt;/load-on-startup&gt;
&lt;/servlet&gt;

&lt;servlet-mapping&gt;
    &lt;servlet-name&gt;myservlet&lt;/servlet-name&gt;
    &lt;url-pattern&gt;*NEXTEVENT*&lt;/url-pattern&gt;
&lt;/servlet-mapping&gt;
</code></pre>

<p>Above is the snippet from Tomcat's web.xml. The URL pattern <code>*NEXTEVENT*</code> on start up creates <em>java.lang.IllegalArgumentException</em>. It will be greatly appreciated if someone can hint at the error.</p>

<p>Thanks</p>
",,MM,438154,McDowell,12/29/2013 0:35,12/29/2013 0:35,Invalid <url-pattern> servlet mapping in Tomcat 6.0,<java><tomcat><servlets><web.xml><url-mapping>,2,0,7,,
26984,1,27064,,8/25/2008 21:46,10,2437,"<p>I have been in both situations: </p>

<ul>
<li>Creating too many custom Exceptions</li>
<li>Using too many general Exception class</li>
</ul>

<p>In both cases the project started OK but soon became an overhead to maintain (and refactor).</p>

<p>So what is the best practice regarding the creation of your own Exception classes?</p>
",2644,pek,870840,,8/7/2011 19:01,2/17/2014 15:13,What is the general rule of thumbs for creating an Exception in Java?,<java><exception>,7,1,,,
27065,1,27505,,8/25/2008 22:52,53,18916,"<p>Do any of you know of a tool that will search for .class files and then display their compiled versions?</p>

<p>I know you can look at them individually in a hex editor but I have a lot of class files to look over (something in my giant application is compiling to Java6 for some reason).</p>
",1666,SCdF,,,,3/19/2014 14:48,Tool to read and display Java .class versions,<java>,6,0,9,,
27129,1,27168,,8/25/2008 23:51,2,1246,"<p>Can anyone recommend a library for chart generation (bar charts, pie charts etc.) which runs on both Java and .Net?</p>
",797,Matt Sheppard,-1,,9/10/2008 18:13,8/22/2013 18:34,Charting library for Java and .Net,<java><.net><charts>,7,0,,12/12/2013 20:50,
27240,1,27389,,8/26/2008 1:57,36,10286,"<p>In Java 5 and above you have the foreach loop, which works magically on anything that implements Iterable:</p>

<pre><code>for (Object o : list) {
  doStuff(o);
}
</code></pre>

<p>However, Enumerable still does not implement Iterable, meaning that do iterate over an Enumeration you must do the following:</p>

<pre><code>for(; e.hasMoreElements() ;) {
  doStuff(e.nextElement());
}
</code></pre>

<p>Does anyone know if there is a reason why Enumeration still does not implement Iterable?</p>

<p><strong>Edit:</strong> As a clarification, I'm not talking about the language concept of an <a href=""http://en.wikipedia.org/wiki/Enumerated_type"" rel=""nofollow"">enum</a>, I'm talking a Java-specific class in the Java API called '<a href=""http://java.sun.com/j2se/1.5.0/docs/api/java/util/Enumeration.html"" rel=""nofollow"">Enumeration</a>'. </p>
",1666,SCdF,894885,SCdF,4/29/2014 20:16,4/29/2014 20:16,Why aren't Enumerations Iterable?,<java><enumeration><iterable>,5,3,1,,
27532,1,27536,,8/26/2008 7:57,10,11729,"<p>Given 2 rgb colors and a rectangular area, I'd like to generate a basic linear gradient between the colors. I've done a quick search and the only thing I've been able to find is <a href=""http://jtauber.com/blog/2008/05/18/creating_gradients_programmatically_in_python/"" rel=""nofollow"">this blog entry</a>, but the example code seems to be missing, or at least it was as of this posting. Anything helps, algorithms, code examples, whatever. This will be written in Java, but the display layer is already taken care of, I just need to figure out how to figure out what to display.</p>
",85,Paul Wicks,24874,,10/19/2012 22:17,2/14/2014 19:50,Generating gradients programmatically?,<java><colors><rgb><gradient>,4,0,7,,
27572,1,764188,,8/26/2008 8:43,2,186,"<p>We've been using the 32bit linux version of the <a href=""http://wrapper.tanukisoftware.org/"" rel=""nofollow"">JavaServiceWrapper</a> for quite a while now and it's working perfectly. We are now considering also using it on 64bit linux systems. There are downloads for 64bit binaries on the website, but looking into Makefile for the 64bit version I found the following comment, though: 
    # This makefile is in progess. It builds, but the resulting libwrapper.so does not yet work.
    # If you know how to fix it then please help out.</p>

<p>Can anyone confirm, that this comment is just outdated and the resulting wrapper will work without flaws?</p>
",2844,WMR,,,,12/15/2011 16:21,"JavaServiceWrapper on 64bit linux, any problems?",<java><daemon>,3,0,1,,
27578,1,19061110,,8/26/2008 8:45,69,17298,"<p>In Java (or any other language with checked exceptions), when creating your own exception class, how do you decide whether it should be checked or unchecked?</p>

<p>My instinct is to say that a checked exception would be called for in cases where the caller might be able to recover in some productive way, where as an unchecked exception would be more for unrecoverable cases, but I'd be interested in other's thoughts.</p>
",797,Matt Sheppard,19750,,10/8/2010 17:43,5/3/2014 2:58,When to choose checked and unchecked exceptions,<java><exception><checked-exceptions>,14,1,36,,
27581,1,27609,,8/26/2008 8:50,564,246784,"<p>What issues / pitfalls must be considered when overriding <code>equals</code> and <code>hashCode</code>?</p>
",797,Matt Sheppard,403455,,6/20/2012 18:16,3/15/2014 21:02,Overriding equals and hashCode in Java,<java><override><equals><hashcode>,25,0,391,,
27598,1,170414,,8/26/2008 9:03,3,13992,"<p>I've deployed some Managed Beans on WebSphere 6.1 and I've managed to invoke them through a standalone client, but when I try to use the application ""jconsole"" distributed with the standard JDK can can't make it works.</p>

<p>Has anyone achieved to connect the jconsole with WAS 6.1?</p>

<p>IBM WebSphere 6.1 it's supossed to support JSR 160 JavaTM Management Extensions (JMX) Remote API. Furthermore, it uses the MX4J implementation (<a href=""http://mx4j.sourceforge.net"" rel=""nofollow"">http://mx4j.sourceforge.net</a>). But I can't make it works with neither ""jconsole"" nor ""MC4J"".</p>

<p>I have the Classpath and the JAVA_HOME correctly setted, so the issue it's not there.</p>
",2937,Alotor,1820,Cheekysoft,2/3/2009 11:00,6/6/2012 0:44,"How can I make ""jconsole"" work with Websphere 6.1?",<java><websphere><jmx><mbeans>,7,1,2,,
28202,1,28448,,8/26/2008 14:31,6,5701,"<p>Every time I create a new project I copy the last project's ant file to the new one and make the appropriate changes (trying at the same time to make it more flexible for the next project). But since I didn't really thought about it at the beginning, the file started to look really ugly.</p>

<p>Do you have an Ant template that can be easily ported in a new project? Any tips/sites for making one?</p>

<p>Thank you.</p>
",2644,pek,18196,,8/3/2010 0:50,1/26/2011 0:39,Best Apache Ant Template,<java><ant>,7,0,6,12/16/2011 15:21,
28241,1,28255,,8/26/2008 14:45,11,21683,"<p>I am merging a CVS branch and one of the larger changes is the replacement wherever it occurs of a Singleton pattern with abstract classes that have a static initialisation block and all static methods.</p>

<p>Is this something that's worth keeping since it will require merging a lot of conflicts, what sort of situation would I be looking at for this refactoring to be worthwhile?</p>

<p>We are running this app under Weblogic 8.1 (so JDK 1.4.2)</p>

<hr>

<p>sorry Thomas, let me clarify..</p>

<p>the HEAD version has the traditional singleton pattern (private constructor, getInstance() etc)</p>

<p>the branch version has no constructor, is a 'public abstract class' and modified all the methods on the object to be 'static'. The code that used to exist in the private constructor is moved into a static block.</p>

<p>Then all usages of the class are changed which causes multiple conflicts in the merge.</p>

<p>There are a few cases where this change was made.</p>
",,Matt,1288,,3/12/2012 1:44,3/12/2012 1:44,Java Singleton vs static - is there a real performance benefit?,<java><design-patterns><singleton>,7,0,5,,
28301,1,28494,,8/26/2008 15:11,2,745,"<p>I'm unsure whether the following code would ensure all conditions given in Comparator's Javadoc. </p>

<pre><code>class TotalOrder&lt;T&gt; implements Comparator&lt;T&gt; {

    public boolean compare(T o1, T o2) {
        if (o1 == o2 || equal(o1, o2)) return 0;

        int h1 = System.identityHashCode(o1);
        int h2 = System.identityHashCode(o2);

        if (h1 != h2) {
            return h1 &lt; h2 ? -1 : 1;
        }

        // equals returned false but identity hash code was same, assume o1 == o2
        return 0;
    }

    boolean equal(Object o1, Object o2) {
        return o1 == null ? o2 == null : o1.equals(o2);
    }
}
</code></pre>

<p>Will the code above impose a total ordering on all instances of any class, even if that class does not implement Comparable?</p>
",3071,Cagatay,,,,5/18/2013 1:24,Impose a total ordering on all instances of *any* class in Java,<java><algorithm>,7,0,,,
28428,1,28454,,8/26/2008 15:43,3,2288,"<p>I want to bring up a file dialog in Java that defaults to the application installation directory.</p>

<p>What's the best way to get that information programmatically?</p>
",1288,Bill the Lizard,1737819,,1/30/2014 7:15,1/30/2014 7:15,How do I get the path where the user installed my Java application?,<java><environment-variables>,2,0,1,,
28538,1,28594,,8/26/2008 16:30,4,1219,"<p>I'm trying to find a way to list the (static) dependency requirements of a jar file, in terms of which symbols are required at run time.</p>

<p>I can see that the methods exported by classes can be listed using ""javap"", but there doesn't seem to be an opposite facility to list the 'imports'. Is it possible to do this?</p>

<p>This would be similar to the dumpbin utility in Windows development which can be used to list the exports and imports of a DLL.</p>

<p>EDIT : Thanks for the responses; I checked out all of the suggestions; accepted DependencyFinder as it most closely meets what I was looking for.</p>
",2887,horace,1145792,horace,5/2/2012 12:19,5/2/2012 12:19,Java import/export dependencies,<java><import><export>,4,0,1,,
28675,1,28684,,8/26/2008 17:23,3,5655,"<p>I'm using <code>ByteBuffers</code> and <code>FileChannels</code> to write binary data to a file. When doing that for big files or successively for multiple files, I get an <code>OutOfMemoryError</code> exception.
I've read elsewhere that using <code>Bytebuffers</code> with NIO is broken and should be avoided. Does any of you already faced this kind of problem and found a solution to efficiently save large amounts of binary data in a file in java?</p>

<p>Is the jvm option <code>-XX:MaxDirectMemorySize</code> the way to go?</p>
",2612,jumar,772385,,2/22/2014 21:38,2/22/2014 21:38,How to avoid OutOfMemoryError when using Bytebuffers and NIO?,<java><nio><bytebuffer><filechannel>,6,0,1,,
28832,1,28906,,8/26/2008 18:51,9,6721,"<p>If I call <code>finalize()</code> on an object from my program code, will the <strong>JVM</strong> still run the method again when the garbage collector processes this object?</p>

<p>This would be an approximate example:</p>

<pre><code>MyObject m = new MyObject();

m.finalize();

m = null;

System.gc()
</code></pre>

<p>Would the explicit call to <code>finalize()</code> make the <strong>JVM</strong>'s garbage collector not to run the <code>finalize()</code> method on object <code>m</code>?</p>
",2697,Iker,321731,Iker,2/8/2014 19:03,2/8/2014 19:03,Java and manually executing finalize,<java><garbage-collection><finalize>,3,0,1,,
28949,1,29038,,8/26/2008 19:46,22,11146,"<p>After reading <a href=""http://stackoverflow.com/questions/28832/java-and-manually-executing-finalize"" rel=""nofollow"">this question</a>, I was reminded of when I was taught Java and told never to call finalize() or run the garbage collector because ""it's a big black box that you never need to worry about"". Can someone boil the reasoning for this down to a few sentences? I'm sure I could read a technical report from Sun on this matter, but I think a nice, short, simple answer would satisfy my curiosity.</p>
",572,Thomas Owens,,,,10/16/2013 10:43,Why do you not explicitly call finalize() or start the garbage collector?,<java><garbage-collection>,8,0,9,,
29324,1,29336,,8/27/2008 1:32,2,27857,"<p>What is the most straightforward way to create a hash table (or associative array...) in Java?  My google-fu has turned up a couple examples, but is there a standard way to do this?</p>

<p>And is there a way to populate the table with a list of key->value pairs without individually calling an add method on the object for each pair?</p>
",145,akdom,3093,Dave L.,9/24/2008 19:05,10/26/2012 2:57,How Do I Create a Hash Table in Java?,<java><hash><hashmap>,7,0,3,,
29357,1,,,8/27/2008 2:09,1,508,"<p>I have a project to build a voting desktop application for a class in Java. While security isn't the focus of the project, I would like to be as realistic as I can. What are some of the primary tools to integrate security into a Java application.</p>

<p>Edit: I'm not primarily worried about physical security, we are simply building an application not a whole system. I want to ensure votes are recorded correctly and not able to be changed or read by someone else.</p>
",657,jtyost2,657,jtyost2,8/27/2008 3:32,7/7/2009 8:48,Security For Voting Application,<java><security><desktop>,8,0,,,
29426,1,3816214,,8/27/2008 3:06,125,297395,"<p>I'm looking for a good GUI designer for swing in eclipse. My preference is for a free/open-source plugin.</p>
",2612,jumar,,,,6/10/2012 23:23,Best GUI designer for eclipse?,<java><eclipse><swing><gui-designer>,12,4,72,9/11/2011 17:26,
29461,1,29573,,8/27/2008 3:40,9,783,"<p>I'm working on getting an Introduction to <a href=""http://en.wikipedia.org/wiki/Groovy_%28programming_language%29"" rel=""nofollow"">Groovy</a> presentation ready for my local Java User's Group and I've pretty much got it together.  What I'd like to see is what you all think I just have to cover.  </p>

<p>Remember, this is an introductory presentation.  Most of the people are experienced Java developers, but I'm pretty sure they have little to no Groovy knowledge.  I won't poison the well by mentioning what I've already got down to cover as I want to see what the community has to offer.</p>

<p>What are the best things I can cover (in a 1 hour time frame) that will help me effectively communicate to these Java developers how useful Groovy could be to them?</p>

<p>thanks</p>

<p>p.s. I'll share my presentation here later for anyone interested.</p>

<p>as promised now that my presentation has been presented <a href=""http://docs.google.com/Presentation?id=dhd8kj8d_17cx6gwfch"" rel=""nofollow"">here it is</a></p>
",3030,Les M,181337,codeLes,5/4/2012 18:41,5/4/2012 18:41,What is a MUST COVER in my Groovy presentation?,<java><groovy>,7,1,3,5/5/2012 1:46,
29505,1,29524,,8/27/2008 4:18,4,2103,"<p>The log4j network adapter sends events as a serialised java object. I would like to be able to capture this object and deserialise it in a different language (python). Is this possible?</p>

<p><em>NOTE</em> The network capturing is easy; its just a TCP socket and reading in a stream. The difficulty is the deserialising part</p>
",3431280,Hyposaurus,,,,2/20/2009 17:34,Deserialize in a different language,<java><serialization><log4j>,6,0,3,,
29516,1,64037,,8/27/2008 4:29,50,32751,"<p>I've taken quite a shine to the Spring Framework and would like to get into it a bit more. I have noticed that aside from plain vanilla JSPs there are various template engines for use with Spring MVC, such as <a href=""http://velocity.apache.org/engine/index.html"">Velocity</a> and <a href=""http://freemarker.sourceforge.net/"">Freemarker</a>. Are there others? Which one do you recommend?</p>
",1915,Scott,1915,Scott,9/3/2008 5:00,10/9/2013 7:44,Template Engines for Spring Framework,<java><spring><velocity><template-engine><freemarker>,12,2,24,12/6/2013 9:32,
29689,1,31946,,8/27/2008 7:55,21,15904,"<p>I have a large codebase without javadoc and I want to run a program to write a skeleton with the basic javadoc information (e.g. for each method's parameter write @param...) so I just have to fill the gaps left.</p>

<p>Somebody knows a good solution for this?</p>

<p><strong>Edit:</strong></p>

<p>JAutodoc is what I was looking for, it has ant tasks, an eclipse plugin and uses velocity for the template definition.</p>
",2937,Alotor,321731,Alotor,1/29/2014 23:20,1/29/2014 23:20,Javadoc template generator,<java><documentation><javadoc>,5,0,10,,
29734,1,29739,,8/27/2008 8:25,3,1858,"<p>As per my understanding stateless session beans are used to code the business logic. They can not store data in their instance variables because their instance is shared by multiple requests. So they seem to be more like Singleton classes. However the difference is contain creates (or reuses from pool) the separate instance of stateless session beans for every request.</p>

<p>After googling I could find the reasoning that the Java EE specification says they are suppose to be single threaded. But I can't get the reason why the are specified to be <strong>SINGLE THREADED</strong>?</p>
",959,jatanp,472792,,5/2/2013 6:59,5/2/2013 6:59,Why stateless session beans are single threaded?,<java><ejb>,2,0,3,,
