Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"152022","1","","","2008-09-30 07:00:49","0","998","<p>Any time I try to publish my Portal project on a Websphere Portal 6.1 Server, I get the following error message:</p>

<pre><code>Portal project publishing is not supported on WebSphere Portal v6.1 Server
</code></pre>

<p>Is that really true or have I done something wrong?</p>

<p>I'm trying to deploy a portal project, with the underlying goal of publishing a new theme.</p>

<p>Unfortunately, any time I try to deploy, I get the error message listed above from the IDE and no errors in the console.</p>

<p>The RAD version is 7.0.0.7.</p>
","7966","","1016716","","2012-05-02 10:35:40","2012-05-02 10:35:40","Deploying Websphere Portals onto a 6.1 Server","<deployment><rad><websphere-6.1><websphere-portal>","2","","","",""
"158509","1","162791","","2008-10-01 16:30:38","3","553","<p>As a .NET developer I'm asking whether JBoss alternatives exist to be ""more suitable for .NET development"" as an enterprise application platform.</p>

<p>Please do not make any suggestions, such as ""make JBoss to expose WebServices""...</p>
","23372","","151019","","2012-05-12 19:37:49","2012-05-12 19:37:49",".NET enterprise application platform (same as JBoss to Java)","<.net><jboss><middleware>","3","","1","",""
"169620","1","169687","","2008-10-04 02:50:34","11","1046","<p>I'm familiar with the LAMP stack and over the years have successfully deployed a handful of web sties based on it. I've used everything from Apache + modPerl, to PHP, to Ruby and Rails. With good use of caching my Rails site can sustain a pretty good load, but I'm not talking massive.</p>

<p>I never really liked Java as a language, or XML for that matter, and have very much been ignoring the whole J2EE (JEE) side of things. For those who have had real and direct experience in both worlds: is there something super cool about J2EE that I'm missing, or is just a bunch of hot air? What justifies the high price of the proprietary app servers?</p>

<p>I'm not trolling here: I'm looking for concrete examples of things that J2EE really nails that are missing from <em>modern</em> LAMP frameworks, if such differences exist. (Modern = Rails, Django, etc). Alternatively pipe in with those things that LAMP really does better (fewer XML sit ups for one).</p>

<p>+++++ Update October 16, 2008</p>

<p>I'm sad to report that most of the replies here are not helpful, and simply fall into one of two categories: ""It scales because here are three examples of large web sites"" and ""It scales because it is really actually much better than the LAMP stack"".</p>

<p>I've done quite a bit of reading, and have concluded that JEE only has one really good trick: transactions (thanks Will) and as for the rest you can succeed or fail on your own merit, there is nothing intrisicly in the environment to cause you to create a scalable and reliable web site, indeed JEE has quite a few traps that make it easy to fail (for instance it is easy to start using session beans without realizing that you are paying now for quite a bit of JMS traffic that perhaps could have been avoided with a different design.)</p>

<p>Useful discussion</p>

<ul>
<li><a href=""http://www.subbu.org/blog/2007/10/large-scale-web-site-development"" rel=""nofollow"">http://www.subbu.org/blog/2007/10/large-scale-web-site-development</a></li>
<li><a href=""http://highscalability.com/"" rel=""nofollow"">http://highscalability.com/</a></li>
<li><a href=""http://www.oreillynet.com/onlamp/blog/2004/07/php_scales.html"" rel=""nofollow"">http://www.oreillynet.com/onlamp/blog/2004/07/php_scales.html</a></li>
<li><a href=""http://www.schlossnagle.org/~george/blog/index.php?/archives/29-Why-PHP-Scales-A-Cranky,-Snarky-Answer.html"" rel=""nofollow"">http://www.schlossnagle.org/~george/blog/index.php?/archives/29-Why-PHP-Scales-A-Cranky,-Snarky-Answer.html</a> </li>
<li><a href=""http://blogs.law.harvard.edu/philg/2003/09/20/"" rel=""nofollow"">http://blogs.law.harvard.edu/philg/2003/09/20/</a></li>
</ul>
","10157","Jeff","10157","Jeff","2008-10-17 18:00:47","2009-12-16 16:24:46","J2EE -- is it just fluff or the real stuff?","<java-ee><frameworks><lamp><java-ee-5>","11","1","11","",""
"205069","1","205906","","2008-10-15 15:04:38","0","1539","<p>This is a problem that only occurs on application update (only tested through Admin Console, not CLI).  Also, this is only happening on our development environment, which is identical to our prod env.  On uninstall/install, everything is compiled properly.  However, this is a large application and it takes long enough to do an update--we do not want to uninstall/install everytime (esp. during dev. builds).  </p>

<p>JSP .java and .smap files are being generated, but not .class.  On prod, there is no .smap--only .java and .class.  If the JSPs would compile, we believe the tag libs would be compiled also.  </p>

<p>Has anyone faced this problem, or know what we are possibly overlooking?</p>

<p>WAS Version:    6.1.0.17</p>

<p>Thanks a lot!</p>

<p><strong>EDIT:</strong> This is only happening for one JSP and the tag library its using.  We're trying to trouble shoot the issue.  Let you know if we figure anything out.  We think it may be an issue with the .SMAP file per <a href=""http://www-01.ibm.com/support/docview.wss?rs=180&amp;uid=swg1PK68395"" rel=""nofollow"">this fix</a></p>

<p><a href=""http://stackoverflow.com/questions/205069/websphere-app-server-not-compiling-jsptag-libs#205906""><h2>SOLUTION</h2></a></p>
","13435","Chris Serra","13435","Chris Serra","2008-10-15 18:49:04","2008-10-15 18:49:04","WebSphere App Server Not Compiling JSP/Tag Libs","<java><jsp><websphere><jsp-tags><ibm>","3","","1","",""
"224471","1","224793","","2008-10-22 04:15:12","12","15452","<p>uhm im not sure if anyone has encountered this problem <br>
a brief description is on IE6 any <code>&lt;select&gt;</code> objects get displayed over any other item, even div's... meaning if you have a fancy javascript effect that displays a div that's supposed to be on top of everything (e.g: lightbox, multibox etc..) onclick of a certain element and that div overlaps a <code>&lt;select&gt;</code> your div get's to be displayed as if its under the <code>&lt;select&gt;</code> [on this case a max and minimum z-index doesnt work ]</p>

<p>i've tried googling and found the iframe shim solution <br>
but i wanted some pretty clean alternatives
or better yet has anyone found a better solution?
since the method using iframes uses around 130mb of ram might slow down poor people's machines</p>
","24744","lock","24744","lock","2008-10-22 04:23:33","2011-03-08 17:27:53","iframe shimming or ie6 (and below) select z-index bug","<javascript><web-development><internet-explorer-6><shim>","7","3","4","",""
"262325","1","","","2008-11-04 16:19:58","1","1424","<p>I've been tasked with deploying an application built by a third party on an Oracle Application Server, version 10.1.3.0.  I've deployed it on Oracle Application Server version 10.1.2.0 without much difficulty.  I'm getting the following error:</p>

<pre><code>javax.naming.NamingException: Lookup error: javax.naming.AuthenticationException: 
No such domain/application: ""etrace""; nested exception is: 
        javax.naming.AuthenticationException: No such domain/application: ""etrace"" 
    	[Root exception is javax.naming.AuthenticationException: No such domain/application: ""etrace""]
        at com.evermind.server.rmi.RMIClientContext.lookup(RMIClientContext.java:64)
        at javax.naming.InitialContext.lookup(InitialContext.java:351)
</code></pre>

<p>Before that the application code instantiates and initializes an InitialContext Object and performs the lookup method call.  The value it passes is just a String with the value of the fully qualified name of the class being requested (com.ntc.tracing.app.security.EtraceAuthenticatorService).  Looking at the InitialContext object, I know it has the following parameters set in the environments hashtable:</p>

<pre><code>java.naming.factory.initial: com.evermind.server.rmi.RMIInitialContextFactory
java.naming.provider.url: ormi://ntcdevr310g22:12401/etrace
java.naming.factory.url.pkgs: oracle.oc4j.naming.url
java.naming.security.principal: admin
java.naming.security.credentials: admin1
</code></pre>

<p>The provider url, principal and credentials are set by me (via command line).</p>

<p>I'm confused as to what the error even means.  If I give it a ""bad"" provider url or no principal and pass, I'll get a different error (NullPointerException).  That tells me it's hitting the naming provider, but it's not saying it can't find the class.</p>

<p>Any suggestions would be greatly appreciated.  Right now I'm stumped.</p>
","25532","Ed","739","Steve K","2008-11-04 16:49:53","2009-02-19 23:10:11","Better Understanding an OC4J Stack Trace","<java><oracle><java-ee><oc4j>","3","","","",""
"294646","1","","","2008-11-17 00:36:54","2","1068","<p>What is WCF performance like compared to other solutions such as ASMX or even a custom module?  </p>

<p>Example: An online multi-player video game based on AJAX with JSON with data always going back and forth with the browser and server with hundreds of thousands to millions of users.</p>
","10352","","10352","","2008-11-17 00:56:41","2008-11-18 08:15:04","What is WCF's performance like compared to other solutions for high volume programs?","<wcf><performance>","2","1","","",""
"346922","1","382138","","2008-12-06 22:43:02","7","775","<p>If you're running Apache Geronimo in production why did you choose it over other application servers and what are your experiences with running Geronimo in production?</p>

<p>Can you also please share what servlet engine you decided to use (Tomcat/Jetty) and why you made this decision?</p>

<p><strong><em>UPDATE</strong>: So far this question got two up-votes and one star but no answer. I'm starting to wonder, is anyone using Apache Geronimo at all? My logic would be, if you use Geronimo for development you'd also use it for deployment. Right? So, does that mean that no one is using Geronimo at all?</em></p>
","21406","Luke","56285","Luke","2010-12-16 18:56:16","2012-01-23 17:55:32","Running Apache Geronimo in production","<java><java-ee><geronimo>","3","","2","",""
"362665","1","363766","","2008-12-12 12:59:52","3","3684","<p>The company I work for sells a J2EE application that runs on Tomcat, WebSphere, or WebLogic.  We have a customer that is trying to decide between Tomcat and WebSphere.  They're leaning towards WebSphere because they're concerned that Tomcat has more security holes.</p>

<p>After searching around on the web, I've been unable to find any sites or studies that compare the robustness of the major J2EE application servers from a security standpoint.</p>

<p>Can any of you point me to information comparing app server security holes?</p>
","38226","","","","","2010-11-07 05:46:28","Security of Tomcat versus WebSphere versus WebLogic","<java><tomcat><java-ee><websphere><weblogic>","6","","1","",""
"377656","1","380839","","2008-12-18 12:13:35","5","792","<p>Does anybody have an idea what SOA Governance is all about? What is the difference (or correlation) between SOA Governance and IT Governance? and How can it be applied using SOA platforms available in the market?</p>

<p>Can a project built on SOA platform be successful without applying SOA Governance? How? I am talking here from a practical point of view.</p>
","1233512","whiz","","","","2011-01-29 09:43:06","SOA Governance Explained","<soa><esb><bpm><bpel>","6","","5","",""
"395289","1","","","2008-12-27 19:00:22","4","4202","<p>Huron was a <a href=""http://en.wikipedia.org/wiki/Fourth-generation_programming_language"" rel=""nofollow"">4GL</a> that originated in the <a href=""http://en.wikipedia.org/wiki/IBM_System/360"" rel=""nofollow"">IBM 360</a> mainframe world in the early 1990s, created and sold by the <a href=""http://en.wikipedia.org/wiki/Amdahl_Corporation"" rel=""nofollow"">Amdahl Corporation</a>.  It had a proprietary interpreted language and database that people either loved or loathed, and its most notable features were its unusual Rules Language syntax, and its tight integration with its query language, where you had to code your own nested loops to effect a Join.</p>

<p>With the appropriate use of indirection (such as its archetypal 'CALL TABLE.RULE') it was possible to quickly create exceedingly compact, elegant and extensible solutions.  It was also possible, in the wrong hands, to create nightmarish unmaintainable monstrosities that sadly proliferated, and did nothing for its reputation.</p>

<p>It was renamed and rebranded as ObjectStar in the mid 1990s, ported to Unix and Windows NT, and given a UI component with which it was possible to create event-driven client-server applications that would run without modification on Windows or Unix.</p>

<p>It never really gained the critical mass needed to become a top-tier development tool, and around the turn of the millennium it was pretty much fizzling out.</p>

<p>In retrospect, it's something of a historical aberration; hence my question:</p>

<p>Is anyone still using it?</p>

<p>Or has even heard of it?</p>
","24867","ChrisA","63550","Kb","2010-10-16 21:36:50","2010-10-16 21:43:06","Is anyone still programming in ObjectStar (formerly known as Huron)","<legacy><rad><mainframe>","17","3","","2010-02-17 08:57:01",""
"398280","1","398368","","2008-12-29 18:32:22","1","1135","<p>How the [L]GPL license should be applied to Java and C# code ? I know that when Sun JDK become GPL, they did special exceptions for standard libraries. </p>

<p>So, if I cannot open my application source and still want to distribute it ...</p>

<ul>
<li>... could I use GPL'ed library (by <strong>import</strong>'ing its classes)?</li>
<li>... could I use LGPL'ed one</li>
<li>... could my application run on top of GPL'ed Application Server (using its services and APIs)  </li>
</ul>

<p>In all above questions GPL = GPL v.2.</p>

<p>Thanks</p>
","18174","Dmitry Khalatov","18174","Dmitry Khalatov","2008-12-29 19:14:51","2012-02-14 00:41:35","Application of [L]GPL to Java/C# code","<c#><java><open-source><gpl><lgpl>","5","2","1","",""
"408844","1","408887","","2009-01-03 10:15:55","4","457","<p>Can anyone suggest a good reason to use web services instead of RPC (not xml-rpc) as a comms channel between two C++ processes both of which will be developed by the same team?  Note: Web services do not guarantee ordered delivery!</p>
","43058","Jesse Pepper","","","","2011-01-03 03:05:36","Why use Web Services instead of RPC between two internal processes?","<c++><web-services><design><rpc>","4","","1","",""
"443286","1","443296","","2009-01-14 15:08:11","1","1670","<p>Ok maybe everybody knows how to do this, but I've never try it beacause I've never needed it so, how do you work with multiple referenced projects in eclipse? I have a couple of Struts 1 web applications that must use another struts 1 ""library"" project and right now I'm doing the communication between them using url requests, wich is really annoying (at least how I have implemented it).</p>

<p>I would like to be able to use the classes of the ""library"" project directly in my other struts applications.</p>

<p>So far I know there are supposed to be in the same workspace and that I must reference using the ""project references"" options in the project properties, but that's it! I really don't know what to do next.</p>

<p>Thanks!</p>
","55037","Juan Paredes","","","","2009-02-08 22:41:14","How to work with referenced projects in eclipse","<eclipse><struts>","3","","","",""
"506643","1","506851","","2009-02-03 10:28:38","1","357","<p>We distribute our web-application to our customers as a <code>.war</code> file. That way, the user can just deploy the war to their container and they're good to go. The problem is that some of our customers would like authentication, and use the username as a parameter to certain operations within the application.</p>

<p>I know how to configure this using web.xml, but that would mean we either have to tell our customers to hack around in the war file, or distribute 2 separate wars; one with authentication (and predefined roles), one without. </p>

<p>I also don't want to force authentication on our customers, because that would require more knowledge about Java containers and web servers in general, and make it harder to just take our application for a test drive.</p>

<p>Is there a way to do the authentication configuration in the container, rather than in the web-app itself?</p>
","6400","Sietse","","","","2009-02-03 12:07:45","Specify authentication in container rather than web.xml","<java><authentication><containers><war>","3","2","1","",""
"506847","1","","","2009-02-03 12:06:31","2","1036","<p>I need to provide SSO for a Webpshere portal. The authentication process needs to be handled by a PHP site (which itself should authenticate a user against an Active Directory via LDAP - think I have this bit covered though). I have been told I need to create an LTPA cookie. How would I go about doing this? What information need to be set? Will Websphere be able to read this cookie and grant access to the user?</p>
","","Alex","5640","Rich B","2009-03-09 23:20:06","2009-10-29 21:00:02","Websphere single sign on from PHP site?","<php><active-directory><ldap><websphere><cookies>","2","","","",""
"638722","1","","","2009-03-12 13:57:56","2","799","<p>What is the java Open Source Content Management System that can running compatible in IBM WebSphere Portal?</p>

<p>I currently testing on Apache Lenya.
I want the CMS running on portlet.</p>
","77229","Wilson","834","","2010-05-26 06:01:03","2010-05-26 06:01:03","Is there any open source java CMS running compatible in IBM WebSphere Portal","<open-source><cms><websphere>","2","1","","",""
"700143","1","","","2009-03-31 05:32:31","0","2471","<p>I work on a task that involves moving/traversing from one application to another. The applications are in separate JVMs. </p>

<p>While traversing to the other application, I keep track of the session ID. However, as I traverse back and forth, a new session gets created.  Is there any way for me to get back the same session, using the sessionId that I retain, when I navigate back into my parent application from a child application?</p>

<p>Environment: J2EE with WebSphere.</p>
","","Subramanian","57752","Eddie","2009-03-31 05:36:44","2012-06-13 05:34:16","How do we get back a specific session using sessionId?","<java><session><java-ee><websphere>","3","","","",""
"708249","1","","","2009-04-02 04:03:10","1","673","<p>Has anyone had experience with developing web apps using ClearQuest?  Looking at the features, it mentions process automation but I'm not sure how large of a process/application it can support.  Our group gave up a small section of a larger application to another group that used ClearQuest to web-enabled the process but now the ClearQuest tools are being pushed on us to web-enable the entire application.  I have a ASP.NET background but ClearQuest is very wizard like and the only code that I've seen is called ""BASIC"" and it looks a lot like VBScript.</p>
","82068","","","","","2011-07-24 16:33:04","Application development with Rational ClearQuest","<web-development><vbscript><clearquest>","4","3","","",""
"713161","1","902770","","2009-04-03 09:14:27","4","1053","<p>We're running a fairly complex app as a portlet on Websphere Portal Server 5.1 on AIX using IBM JDK 1.4.2. On our production system I can see a strange behaviour in the verbose GC logs. After a period of normal behaviour the system can start rapidly allocating larger and larger blocks. The system starts to spend > 1000 ms to complete each GC, but blocks are being allocated so quickly that there is only a 30 ms gap between allocation failures.</p>

<ul>
<li>Each allocation failure slightly larger than the last by some integer amount x 1024 bytes. E.g. you might have 5 MB, and then a short while later 5 MB + 17 * 1024.</li>
<li>This can go on for up to 10 minutes.</li>
<li>The blocks tend to grow up to 8 to 14 MB in size before it stops.</li>
<li>It's a quad-core system, and I assume that it's now spending >95% of it's time doing GC with three cores waiting for the other core to complete GC. For 10 minutes. Ouch.</li>
<li>Obviously system performance dies at this point.</li>
<li>We have JSF, hibernate &amp; JDBC, web services calls, log4j output and not much else.</li>
</ul>

<p>I interpret this as likely to be something infrastructural rather than our application code. If it was a bad string concatenation inside a loop we would expect more irregular growth than blocks of 1024. If it was StringBuffer or ArrayList growth we would see the block sizes doubling. The growth is making me think of log buffering or something else. I can't think of anything in our app that allocations even 1 MB, let alone 14. Today I looked for logging backing up in memory before being flushed to disk, but the volume of logging statements over this period of GC thrashing was nowhere near the MB range.</p>

<p>Clearly the problem is with the excessive memory allocation rather than with the garbage collection, which is just doing its best to keep up. Something is allocating a large block and trying to grow it inefficiently in increments that are far too small.</p>

<p>Any ideas what might be causing all this when the system is under load? Anybody seen anything similar with Portal Server?</p>

<p>Note: for anybody who's interested it's starting to look like the cause is an occasional but enormous database query. It seems the culprit is either Hibernate or the JDBC driver.</p>
","16709","David Plumpton","16709","","2009-07-16 04:30:59","2009-07-16 04:30:59","Strange garbage collection behaviour with Websphere Portal Server","<java><garbage-collection><websphere><ibm><portal-server>","3","","","",""
"776901","1","776952","","2009-04-22 12:09:16","3","2368","<p>We are shopping for Business Rules Engines.
We want to make our core application customizable to different customers with slightly different requirements.
The people who would actually do the customizations are analysts. I.e. non-programmers who are technically skilled (usually have a degree in sciences).</p>

<p>What are the criteria to evaluate business rules engines?
Are there open source and comercial ones?
What are your experiences in ease of use, documentation, support, price, etc.</p>

<p>Our app is in Java.</p>
","63051","","164901","","2010-04-30 17:45:44","2010-04-30 17:45:44","Criteria to Evaluate Business Rules Engines","<java><enterprise><rule-engine><business-rules>","4","0","4","",""
"789388","1","","","2009-04-25 17:45:19","1","622","<p>With the upcoming end of life (EOL) of Java 5.0. We need to upgrade our enterprise application to work with Java 6. 
The application can be deployed on both WebLogic, WebSphere &amp; JBoss. (It's up to the customer's choice)</p>

<p>Does anyone have an experience with such an upgrade? What issues should we encounter?
What pitfalls we should avoid?</p>
","52954","","2598","","2009-04-25 18:03:13","2009-04-25 22:38:05","Upgrading a J2EE application to Java 6","<java><java-ee><upgrade><java-6>","5","","","",""
"813202","1","821066","","2009-05-01 20:48:53","5","10484","<p>I have a JEE application that runs on WAS 6.  It needs to have the class loader order setting to ""Classes loaded with application class loader first"", and the WAR class loader policy option set to ""Single class loader for application"".</p>

<p>Is it possible to specify these options inside the EAR file, whether in the ibm-web-bnd.xmi file or some other file, so the admin doesn't need to change these setting manually?  </p>

<p>Since the app is deployed via an automated script, and the guy who is in charge of deployment is off site, and also for some other political reasons, this would greatly help!</p>
","4257","","","","","2009-05-04 17:32:02","Can I set the classloader policy for WebSphere in the ibm-web-bnd.xmi file?","<java><websphere><classloader>","2","","1","",""
"106820","1","106847","","2008-09-20 02:29:30","35","8426","<p>OK stupid question but...</p>

<p>I realize that literally it translates to java 2 enterprise edition.  What I'm asking is what does this really mean?  when a company requires j2ee experience what are they really asking for? experience with ejb's? experience with java web apps?  </p>

<p>I suspect that this means something different to different people and the definition is subjective, so please try to upvote rather than reposting something already in another answer.</p>
","292","shs","56285","shs","2009-07-23 19:18:32","2009-07-23 19:18:32","what is j2ee/jee?","<java><java-ee>","8","6","13","",""
"136034","1","","","2008-09-25 20:56:03","4","13282","<p>I've looked around for a good example of this, but I haven't run into one yet.  I want to pass a custom string array from java to oracle and back, using the IBATIS framework.  Does anyone have a good link to an example?  I'm calling stored procs from IBATIS.</p>

<p>Thanks</p>
","22365","Justin","","","","2011-10-20 09:11:41","Pass and return custom array object in ibatis and oracle in java","<java><oracle><ibatis>","4","1","2","",""
"145017","1","145075","","2008-09-28 02:26:03","4","2589","<p>I haven't been around Java development for 8 years, but am starting to build a NetBeans Web Application. When I walk through the Web Application wizard, it asks for the server I'm going to be using. </p>

<p>What would be the best and simplest server for me to start using with NetBeans?</p>
","3289","Chris Sutton","1666","SCdF","2008-10-23 04:27:12","2008-10-23 04:27:12","What web server should I use with NetBeans?","<java><netbeans><webserver>","3","","1","",""
"162940","1","241959","","2008-10-02 15:19:16","3","1710","<p>We have some COBOL programs in our financial applications which need to interact with some of our backend systems. One of the available interfaces is through a web service. Can a program written in Cobol make requests to a web service?</p>
","19617","Hector Ramos","","","","2012-04-06 22:34:09","Would it be possible to use web services from a Cobol program?","<web-services><integration><communication><cobol>","6","0","","",""
"214809","1","214866","","2008-10-18 09:25:34","6","721","<p>I need to ensure that any number of websites and services haven't bitten the dust. At the moment I rely on a simple 5 minute cronjob which which uses curl and a file of urls to check that all the responses are correct (200 or rarely 301).</p>

<p>It all works on a basic level, I'm interested in more sophisticated open-source tools (statistics, response times, pretty graphs) - what do you use? </p>
","20074","Ken","20074","Ken","2008-10-27 10:33:49","2008-10-27 11:46:10","How do you monitor the availability of multiple websites","<web-applications><availability><website-monitoring>","5","","2","",""
"241454","1","241654","","2008-10-27 21:24:58","12","6220","<p>What is the best way to manage a database connection in a Java servlet?</p>

<p>Currently, I simply open a connection in the <code>init()</code> function, and then close it in <code>destroy()</code>. </p>

<p>However, I am concerned that ""permanently"" holding onto a database connection could be a bad thing. </p>

<p>Is this the correct way to handle this?  If not, what are some better options?</p>

<p>edit: to give a bit more clarification: I have tried simply opening/closing a new connection for each request, but with testing I've seen performance issues due to creating too many connections.</p>

<p>Is there any value in sharing a connection over multiple requests?   The requests for this application are almost all ""read-only"" and come fairly rapidly (although the data requested is fairly small).</p>
","12983","Taylor Marshall","12983","Taylor Marshall","2008-10-27 21:41:48","2009-05-25 22:52:55","Best way to manage database connection for a Java servlet","<java><database><servlets><connection>","9","3","11","","2008-10-27 21:45:46"
"242958","1","","","2008-10-28 11:25:19","52","49299","<p>I'm searching free tools for monitor tomcat (traffic, memory usage, threads, requests, CPU, logs,...). I'm currently using <strong>lambdaprobe</strong> on Tomcat 5.5.x, but it seems that is no more developed (or not? the site <a href=""http://www.lambdaprobe.org"" rel=""nofollow"">lambdaprobe.org</a> is always down for me...).
Has someone good experiences to share?
In lambdaprobe there are some info available only if tomcat is instrumented with JMX. Well, JMX is something of strange and mysterious for me. Is a good solution in a production server? It's worth to spend my (little) time to learn it?</p>
","27789","Pier Luigi","21234","","2010-11-05 11:41:40","2012-04-16 17:44:16","Best tools to monitor Tomcat","<tomcat><polls><monitoring><jmx><tomcat5.5>","17","2","42","2011-09-14 15:21:20",""
"309374","1","314701","","2008-11-21 16:31:30","11","7268","<p>I come from a background of MoM. I think I understand ESB conceptually. However, I'm not too sure about the practical differences between the two when it comes to making a choice architecturally.</p>

<p>Here is what I want to know</p>

<p>1) Any good links online which can help me in this regard.</p>

<p>2) Can someone tell me where it makes sense to use one over the other.</p>

<p>Any help would be useful.</p>
","325613","Anurag","","","","2011-05-16 08:30:00","Message Oriented Middleware (MoM) Vs. Enterprise Service Bus (ESB)","<java><soa><messaging><esb><mom>","5","","6","",""
"313513","1","","","2008-11-24 06:02:43","1","3356","<p>Is there a way to disable SSL on WAS? So you can just log on using a username and password. That isnt tied to disabling the Global Security?</p>

<p>Cheers</p>
","","mark","1820","Cheekysoft","2009-02-03 10:59:59","2009-05-19 07:50:39","Disable SSL on Websphere Application Server","<ssl><websphere>","1","","","",""
"329430","1","","","2008-11-30 21:47:52","1","766","<p>Having a bit of an issue running BlueCove on my iPAQ (h5550). I
installed MySaifu JVM and added the BlueCove jar library to the classpath,
but whenever I try to run the tester jar or any other files that reference the
BlueCove API, I get class not found exceptions.</p>

<p>Anyone had the same issues? I know from the BlueCove documentation
that it's been tested on MySaifu on Windows CE, a name sometimes
(confusingly) used interchangeably with Windows Mobile and Pocket PC,
so maybe it's just a case of compatibility?</p>

<p>Any help would be appreciated.</p>

<p>SUMMARY:</p>

<ul>
<li>Bluecove not working after being added to MySaifu classpath
<ul>
<li>Class not found exceptions</li>
</ul></li>
<li>iPAQ h5550
<ul>
<li>Windows Mobile 2003 (Pocket PC) </li>
</ul></li>
</ul>
","42000","Strangeburrough","1553","InSciTek Jeff","2009-01-11 21:22:44","2009-01-11 21:22:44","MySaifu JVM and BlueCove API on an iPAQ","<windows-mobile><jvm><bluetooth>","1","","","",""
"338745","1","338825","","2008-12-03 21:20:03","22","9308","<p>I'm surprised at how little information I can find comparing IBM's jvm to Sun's.  How do they compare?  </p>

<p>I have always used Sun's version - what are the reasons (if any) to consider switching to IBM's?</p>

<p>EDIT:  To phrase the question a little differently: For those of you who use IBM's jvm, what are your reasons?</p>
","16430","nathan","16430","nathan","2008-12-03 21:38:08","2012-01-20 12:13:07","Java VM: IBM vs Sun","<java><sun><ibm>","9","","6","",""
"379332","1","","","2008-12-18 21:21:56","3","755","<p>My company (a large organization) is developing a ""road-map"" for evolving their rather old, tangled confederation of systems to an SOA model.  A few people are pushing hard for using Websphere Integration Developer and Websphere Process Server as the defacto platform for developing future applications...because they feel IBM is a stable vendor, the tools are made for the enterprise, they drank the ""business agility"" BPEL kool-aid, etc.  </p>

<p>Does anyone have positive or negative thoughts on this platform?  Do the GUI tools help eliminate monotonous/redundant coding...or just obscure things and make things harder to maintain?  Basically, do the benefits justify the complexity?</p>
","47554","","","","","2010-12-29 02:38:43","Any experiences with Websphere Integration Developer (WID)?","<soa><wid>","7","","1","",""
"434711","1","434820","","2009-01-12 07:31:13","12","1989","<p>We have some software which relied on certain behavior from an another (<strong>very</strong> commonly used) application that has now changed, rendering our current implementation workable, but less than optimal.</p>

<p>We believe that this change may have affected a number of other applications, particularly in the performance monitoring arena, and we have found a solution that we believe will improve a slew of other potential problems.</p>

<p>Unfortunately, said solution is a kernel change (relatively simple but high-impact if we stuff it up) and we have no experience in submitting kernel patches for review.</p>

<p>Has anyone on SO actually submitted a patch (while I'd appreciate all answers, I suspect the best ones will come from those that have been through the process, even unsuccessfully)? Have you had it accepted (what are the chances that Alan Cox et al hangs about on SO)?</p>

<p>What is the correct process to follow? I have no intention of sending off an email to Linus since I know he has a cadre of protectors that you're supposed to go through before it gets to him. How do I find out who is responsible for a particular section of the kernel.</p>

<p>It may be that I'm being overly optimistic in thinking someone the kernel world's never heard of can contribute, but I'd be interested to find out.</p>

<p>EDIT with more details:</p>

<p>The change is not actually for a performance bug, but an improvement (in my view :-) to the process accounting entries (currently) written when a process terminates.</p>

<p>Websphere App Server (ah, IBM, bless their little hearts) has changed what it does; JVMs used to exit regularly so that their entries were written and we could use that for chargeback.  Now it leaves JVMs lying around for months, meaning the data is not available in a timely fashion unless we force WAS down regularly. Somehow I don't think IBM's Software Group are going to fix their software for us :-). In any case, I believe it may be a useful feature to have for other long-lived processes.</p>

<p>Currently type-3 process accounting records are written when a process exits, what we're looking at is a mechanism to write type-N records periodically while a process is still active giving the figures since last write (or process start if this is the first time).  Chargeback or performance-monitoring applications could choose to use either the type-3 records (totally unchanged) or the interim type-N records. The current workaround we have is to monitor /proc/PID/stat for specific processes but that's a horrible kludge since it doesn't integrate well with the real process accounting.</p>

<p>It needn't be often (we'd be happy with 24 hours) but there may be a performance impact since the work that's currently done only on process exit() will have to be done occasionally on process context switch. Linus et al might not like that idea since it may be a high-impact area of the code (even checking if there's been 24 hours since the last write may be too slow for them).</p>

<p>Still, thanks for all the answers so far, I'll see how I go. Give me a couple of days and I'll accept the best answer.</p>
","14860","Pax","14860","Pax","2009-01-12 11:17:16","2009-01-13 18:33:47","How does one submit a potential patch to the Linux kernel?","<linux><kernel><patch>","6","","5","",""
"448254","1","","","2009-01-15 20:01:52","2","376","<p>Assuming my clients are running my J2EE WAR application on their intranet, and I have an update for them... how do I push the updated war file to them?</p>

<p>I'd like it to be automatic and require no human interaction on the client's side.</p>

<p>Can this be done?</p>

<p>Any help would be appreciated.</p>
","2443","Allain Lalonde","","","","2009-01-15 21:00:53","How do I push an update to a war file to clients?","<java><web-applications><java-ee>","3","2","1","",""
